Measurement ID;7538;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;Channel0260101;Channel0270101;;;;xx;;Peukert 1,75V;;;;;;
Battery Name;Prototipo_P;[dd/MM/yyyy HH:mm:ss];[];[];[hh:mm:ss];[hh:mm:ss];[];[];[];[V];[A];[AhCha];[AhDch];[AhStep];[Ah];[Wh];[WhCha];[WhDch];[WhStep];[V1];[V1];;;;xx;;Duração;Corrente;;;;;
;;21/11/2022 07:02:08;7;DCH;111:19:10;08:06:00;3;1;EQUALIZACAO_4X_C20;2,033954;-0,239937;0;1,943318;1,943318;-1,943318;17,776746;41,199616;23,42287;3,992272;-2,117973;1,615222;;;;;;;;;;;;
;;21/11/2022 07:04:08;7;DCH;111:21:10;08:07:59;3;1;EQUALIZACAO_4X_C20;2,033731;-0,239892;0;1,951302;1,951302;-1,951302;17,760509;41,199616;23,439107;4,008509;-1,599575;-0,681085;;;;;;;;;;;;
;;21/11/2022 07:06:08;7;DCH;111:23:10;08:10:00;3;1;EQUALIZACAO_4X_C20;2,03362;-0,239892;0;1,959316;1,959316;-1,959316;17,744211;41,199616;23,455405;4,024807;1,444232;2,365277;;;;;;;;;;;;
;;21/11/2022 07:08:08;7;DCH;111:25:10;08:12:00;3;1;EQUALIZACAO_4X_C20;2,033398;-0,239937;0;1,967299;1,967299;-1,967299;17,727978;41,199616;23,471638;4,04104;-1,390588;-1,39889;;;;;;;;;;;;
;;21/11/2022 07:10:08;7;DCH;111:27:10;08:14:00;3;1;EQUALIZACAO_4X_C20;2,033176;-0,239937;0;1,975313;1,975313;-1,975313;17,711682;41,199616;23,487934;4,057336;1,416771;2,775748;;;;;;;;;;;;
;;21/11/2022 07:12:08;7;DCH;111:29:10;08:16:00;3;1;EQUALIZACAO_4X_C20;2,033064;-0,239937;0;1,983304;1,983304;-1,983304;17,695436;41,199616;23,50418;4,073582;2,780697;2,199875;;;;;;;;;;;;
;;21/11/2022 07:14:08;7;DCH;111:31:10;08:18:00;3;1;EQUALIZACAO_4X_C20;2,032842;-0,239892;0;1,991303;1,991303;-1,991303;17,679174;41,199616;23,520442;4,089844;2,718113;-0,832277;;;;;;;;;;;;
;;21/11/2022 07:16:08;7;DCH;111:33:10;08:20:00;3;1;EQUALIZACAO_4X_C20;2,03262;-0,239937;0;1,999288;1,999288;-1,999288;17,662944;41,199616;23,536673;4,106075;2,177204;-1,899406;;;;;;;;;;;;
;;21/11/2022 07:18:08;7;DCH;111:35:10;08:22:00;3;1;EQUALIZACAO_4X_C20;2,032509;-0,239892;0;2,007288;2,007288;-2,007288;17,646683;41,199616;23,552933;4,122335;0,838344;-1,098581;;;;;;;;;;;;
;;21/11/2022 07:20:08;7;DCH;111:37:10;08:24:00;3;1;EQUALIZACAO_4X_C20;2,032286;-0,239937;0;2,0153;2,0153;-2,0153;17,630399;41,199616;23,569217;4,138619;1,519589;1,282023;;;;;;;;;;;;
;;21/11/2022 07:22:08;7;DCH;111:39:10;08:26:00;3;1;EQUALIZACAO_4X_C20;2,032175;-0,239892;0;2,023275;2,023275;-2,023275;17,614192;41,199616;23,585424;4,154826;-1,927026;-2,761379;;;;;;;;;;;;
;;21/11/2022 07:24:08;7;DCH;111:41:10;08:28:00;3;1;EQUALIZACAO_4X_C20;2,031953;-0,239892;0;2,031286;2,031286;-2,031286;17,597913;41,199616;23,601704;4,171106;0,429789;-1,716921;;;;;;;;;;;;
;;21/11/2022 07:26:08;7;DCH;111:43:10;08:30:00;3;1;EQUALIZACAO_4X_C20;2,031731;-0,239937;0;2,039281;2,039281;-2,039281;17,581668;41,199616;23,617949;4,187351;2,134896;1,936446;;;;;;;;;;;;
;;21/11/2022 07:28:08;7;DCH;111:45:10;08:32:00;3;1;EQUALIZACAO_4X_C20;2,03162;-0,239937;0;2,047287;2,047287;-2,047287;17,565403;41,199616;23,634213;4,203615;1,641724;2,988407;;;;;;;;;;;;
;;21/11/2022 07:30:08;7;DCH;111:47:10;08:34:00;3;1;EQUALIZACAO_4X_C20;2,031397;-0,239892;0;2,055266;2,055266;-2,055266;17,549193;41,199616;23,650423;4,219825;-2,195884;0,862452;;;;;;;;;;;;
;;21/11/2022 07:32:08;7;DCH;111:49:10;08:35:59;3;1;EQUALIZACAO_4X_C20;2,031286;-0,239892;0;2,063275;2,063275;-2,063275;17,532925;41,199616;23,666691;4,236093;-1,401285;-1,985779;;;;;;;;;;;;
;;21/11/2022 07:34:08;7;DCH;111:51:10;08:38:00;3;1;EQUALIZACAO_4X_C20;2,031064;-0,239937;0;2,071278;2,071278;-2,071278;17,516669;41,199616;23,682947;4,252349;-1,896053;1,267016;;;;;;;;;;;;
;;21/11/2022 07:36:08;7;DCH;111:53:10;08:40:00;3;1;EQUALIZACAO_4X_C20;2,030842;-0,239937;0;2,079271;2,079271;-2,079271;17,500435;41,199616;23,699182;4,268584;1,998232;-0,402009;;;;;;;;;;;;
;;21/11/2022 07:38:08;7;DCH;111:55:10;08:42:00;3;1;EQUALIZACAO_4X_C20;2,03073;-0,239892;0;2,087255;2,087255;-2,087255;17,484221;41,199616;23,715395;4,284797;-2,241385;1,766095;;;;;;;;;;;;
;;21/11/2022 07:40:08;7;DCH;111:57:10;08:44:00;3;1;EQUALIZACAO_4X_C20;2,030508;-0,239892;0;2,095263;2,095263;-2,095263;17,46796;41,199616;23,731656;4,301058;-1,350994;0,001916;;;;;;;;;;;;
;;21/11/2022 07:42:08;7;DCH;111:59:10;08:45:59;3;1;EQUALIZACAO_4X_C20;2,030286;-0,239892;0;2,103248;2,103248;-2,103248;17,451748;41,199616;23,747869;4,317271;-1,042223;-0,835311;;;;;;;;;;;;
;;21/11/2022 07:44:08;7;DCH;112:01:10;08:48:00;3;1;EQUALIZACAO_4X_C20;2,030175;-0,239892;0;2,11125;2,11125;-2,11125;17,435502;41,199616;23,764114;4,333516;-0,304141;1,258235;;;;;;;;;;;;
;;21/11/2022 07:46:08;7;DCH;112:03:10;08:50:00;3;1;EQUALIZACAO_4X_C20;2,029952;-0,239892;0;2,119248;2,119248;-2,119248;17,419265;41,199616;23,780351;4,349753;2,665267;-0,78023;;;;;;;;;;;;
;;21/11/2022 07:48:08;7;DCH;112:05:10;08:52:00;3;1;EQUALIZACAO_4X_C20;2,02973;-0,239937;0;2,127244;2,127244;-2,127244;17,403033;41,199616;23,796583;4,365985;-1,162762;-1,57435;;;;;;;;;;;;
;;21/11/2022 07:50:08;7;DCH;112:07:10;08:53:59;3;1;EQUALIZACAO_4X_C20;2,029619;-0,239937;0;2,135237;2,135237;-2,135237;17,386811;41,199616;23,812805;4,382207;2,634933;-1,092833;;;;;;;;;;;;
;;21/11/2022 07:52:08;7;DCH;112:09:10;08:56:00;3;1;EQUALIZACAO_4X_C20;2,029397;-0,239937;0;2,143252;2,143252;-2,143252;17,370544;41,199616;23,829072;4,398474;1,676369;2,961106;;;;;;;;;;;;
;;21/11/2022 07:54:08;7;DCH;112:11:10;08:58:00;3;1;EQUALIZACAO_4X_C20;2,029285;-0,239937;0;2,151237;2,151237;-2,151237;17,354339;41,199616;23,845277;4,414679;-0,750375;-2,576978;;;;;;;;;;;;
;;21/11/2022 07:56:08;7;DCH;112:13:10;08:59:59;3;1;EQUALIZACAO_4X_C20;2,029063;-0,239892;0;2,159229;2,159229;-2,159229;17,338122;41,199616;23,861494;4,430896;0,837386;2,898682;;;;;;;;;;;;
;;21/11/2022 07:58:08;7;DCH;112:15:10;09:02:00;3;1;EQUALIZACAO_4X_C20;2,028952;-0,239892;0;2,167244;2,167244;-2,167244;17,32186;41,199616;23,877756;4,447158;1,479994;2,214404;;;;;;;;;;;;
;;21/11/2022 08:00:08;7;DCH;112:17:10;09:04:00;3;1;EQUALIZACAO_4X_C20;2,02873;-0,239892;0;2,175228;2,175228;-2,175228;17,305663;41,199616;23,893954;4,463356;2,141761;-0,79396;;;;;;;;;;;;
;;21/11/2022 08:02:08;7;DCH;112:19:10;09:06:00;3;1;EQUALIZACAO_4X_C20;2,028507;-0,239892;0;2,183232;2,183232;-2,183232;17,289426;41,199616;23,910191;4,479593;1,687385;2,955359;;;;;;;;;;;;
;;21/11/2022 08:04:08;7;DCH;112:21:10;09:08:00;3;1;EQUALIZACAO_4X_C20;2,028396;-0,239937;0;2,191226;2,191226;-2,191226;17,273209;41,199616;23,926407;4,495809;1,480952;2,957754;;;;;;;;;;;;
;;21/11/2022 08:06:08;7;DCH;112:23:10;09:10:00;3;1;EQUALIZACAO_4X_C20;2,028174;-0,239892;0;2,19923;2,19923;-2,19923;17,256976;41,199616;23,942641;4,512043;1,353069;1,500271;;;;;;;;;;;;
;;21/11/2022 08:08:08;7;DCH;112:25:10;09:12:00;3;1;EQUALIZACAO_4X_C20;2,027952;-0,239892;0;2,207227;2,207227;-2,207227;17,240757;41,199616;23,958859;4,528261;2,604918;2,666864;;;;;;;;;;;;
;;21/11/2022 08:10:08;7;DCH;112:27:10;09:14:00;3;1;EQUALIZACAO_4X_C20;2,027841;-0,239892;0;2,215217;2,215217;-2,215217;17,224553;41,199616;23,975063;4,544465;0,911625;2,861003;;;;;;;;;;;;
;;21/11/2022 08:12:08;7;DCH;112:29:10;09:16:00;3;1;EQUALIZACAO_4X_C20;2,027618;-0,239892;0;2,223213;2,223213;-2,223213;17,208341;41,199616;23,991275;4,560677;1,594786;2,863877;;;;;;;;;;;;
;;21/11/2022 08:14:08;7;DCH;112:31:10;09:18:00;3;1;EQUALIZACAO_4X_C20;2,027396;-0,239937;0;2,23122;2,23122;-2,23122;17,192106;41,199616;24,00751;4,576912;-2,299659;1,743903;;;;;;;;;;;;
;;21/11/2022 08:16:08;7;DCH;112:33:10;09:20:00;3;1;EQUALIZACAO_4X_C20;2,027174;-0,239892;0;2,239205;2,239205;-2,239205;17,175919;41,199616;24,023697;4,593099;2,45612;0,773205;;;;;;;;;;;;
;;21/11/2022 08:18:08;7;DCH;112:35:10;09:22:00;3;1;EQUALIZACAO_4X_C20;2,027063;-0,239937;0;2,247216;2,247216;-2,247216;17,159678;41,199616;24,039939;4,609341;-1,609314;-0,592956;;;;;;;;;;;;
;;21/11/2022 08:20:08;7;DCH;112:37:10;09:24:00;3;1;EQUALIZACAO_4X_C20;2,02684;-0,239892;0;2,255208;2,255208;-2,255208;17,143478;41,199616;24,056138;4,62554;1,310442;-1,750768;;;;;;;;;;;;
;;21/11/2022 08:22:08;7;DCH;112:39:10;09:26:00;3;1;EQUALIZACAO_4X_C20;2,026729;-0,239937;0;2,263204;2,263204;-2,263204;17,127273;41,199616;24,072343;4,641745;2,234999;-1,462911;;;;;;;;;;;;
;;21/11/2022 08:24:08;7;DCH;112:41:10;09:28:00;3;1;EQUALIZACAO_4X_C20;2,026507;-0,239937;0;2,271193;2,271193;-2,271193;17,111082;41,199616;24,088535;4,657937;1,75428;2,954401;;;;;;;;;;;;
;;21/11/2022 08:26:08;7;DCH;112:43:10;09:30:00;3;1;EQUALIZACAO_4X_C20;2,026396;-0,239937;0;2,279194;2,279194;-2,279194;17,094868;41,199616;24,104748;4,67415;1,931337;-2,117494;;;;;;;;;;;;
;;21/11/2022 08:28:08;7;DCH;112:45:10;09:32:00;3;1;EQUALIZACAO_4X_C20;2,026173;-0,239937;0;2,2872;2,2872;-2,2872;17,078646;41,199616;24,12097;4,690372;1,671739;1,101295;;;;;;;;;;;;
;;21/11/2022 08:30:08;7;DCH;112:47:10;09:33:59;3;1;EQUALIZACAO_4X_C20;2,026062;-0,239892;0;2,29519;2,29519;-2,29519;17,062456;41,199616;24,13716;4,706562;1,151107;0,855587;;;;;;;;;;;;
;;21/11/2022 08:32:08;7;DCH;112:49:10;09:36:00;3;1;EQUALIZACAO_4X_C20;2,02584;-0,239892;0;2,303188;2,303188;-2,303188;17,046253;41,199616;24,153363;4,722765;2,669099;-0,789969;;;;;;;;;;;;
;;21/11/2022 08:34:08;7;DCH;112:51:10;09:38:00;3;1;EQUALIZACAO_4X_C20;2,025618;-0,239892;0;2,311191;2,311191;-2,311191;17,030041;41,199616;24,169575;4,738977;-2,274753;1,156375;;;;;;;;;;;;
;;21/11/2022 08:36:08;7;DCH;112:53:10;09:40:00;3;1;EQUALIZACAO_4X_C20;2,025507;-0,239892;0;2,319176;2,319176;-2,319176;17,013868;41,199616;24,185748;4,75515;-1,437047;-2,386192;;;;;;;;;;;;
;;21/11/2022 08:38:08;7;DCH;112:55:10;09:42:00;3;1;EQUALIZACAO_4X_C20;2,025284;-0,239892;0;2,327182;2,327182;-2,327182;16,997652;41,199616;24,201964;4,771366;2,760581;-0,8219;;;;;;;;;;;;
;;21/11/2022 08:40:08;7;DCH;112:57:10;09:44:00;3;1;EQUALIZACAO_4X_C20;2,025173;-0,239937;0;2,335171;2,335171;-2,335171;16,981474;41,199616;24,218143;4,787544;-2,037826;0,959202;;;;;;;;;;;;
;;21/11/2022 08:42:08;7;DCH;112:59:10;09:46:00;3;1;EQUALIZACAO_4X_C20;2,024951;-0,239937;0;2,343172;2,343172;-2,343172;16,965271;41,199616;24,234346;4,803748;0,714772;2,557181;;;;;;;;;;;;
;;21/11/2022 08:44:08;7;DCH;113:01:10;09:47:59;3;1;EQUALIZACAO_4X_C20;2,024729;-0,239937;0;2,351173;2,351173;-2,351173;16,949071;41,199616;24,250545;4,819947;-1,184475;-1,177929;;;;;;;;;;;;
;;21/11/2022 08:46:08;7;DCH;113:03:10;09:50:00;3;1;EQUALIZACAO_4X_C20;2,024506;-0,239937;0;2,359177;2,359177;-2,359177;16,932865;41,199616;24,266752;4,836153;2,713962;-0,553521;;;;;;;;;;;;
;;21/11/2022 08:48:08;7;DCH;113:05:10;09:52:00;3;1;EQUALIZACAO_4X_C20;2,024395;-0,239937;0;2,367168;2,367168;-2,367168;16,916687;41,199616;24,282929;4,852331;2,326481;1,879609;;;;;;;;;;;;
;;21/11/2022 08:50:08;7;DCH;113:07:10;09:54:00;3;1;EQUALIZACAO_4X_C20;2,024173;-0,239892;0;2,375165;2,375165;-2,375165;16,900501;41,199616;24,299115;4,868517;-1,371589;1,25568;;;;;;;;;;;;
;;21/11/2022 08:52:08;7;DCH;113:09:10;09:56:00;3;1;EQUALIZACAO_4X_C20;2,023951;-0,239892;0;2,383158;2,383158;-2,383158;16,884321;41,199616;24,315295;4,884697;1,266537;1,037433;;;;;;;;;;;;
;;21/11/2022 08:54:08;7;DCH;113:11:10;09:58:00;3;1;EQUALIZACAO_4X_C20;2,023839;-0,239937;0;2,391163;2,391163;-2,391163;16,868121;41,199616;24,331496;4,900898;-2,361765;1,284258;;;;;;;;;;;;
;;21/11/2022 08:56:08;7;DCH;113:13:10;10:00:00;3;1;EQUALIZACAO_4X_C20;2,023617;-0,239937;0;2,399153;2,399153;-2,399153;16,851949;41,199616;24,347667;4,917069;-0,66959;1,265419;;;;;;;;;;;;
;;21/11/2022 08:58:08;7;DCH;113:15:10;10:02:00;3;1;EQUALIZACAO_4X_C20;2,023395;-0,239937;0;2,407154;2,407154;-2,407154;16,83576;41,199616;24,363856;4,933258;1,243227;1,941555;;;;;;;;;;;;
;;21/11/2022 09:00:08;7;DCH;113:17:10;10:04:00;3;1;EQUALIZACAO_4X_C20;2,023284;-0,239892;0;2,415144;2,415144;-2,415144;16,819593;41,199616;24,380023;4,949425;2,827795;-0,717646;;;;;;;;;;;;
;;21/11/2022 09:02:08;7;DCH;113:19:10;10:06:00;3;1;EQUALIZACAO_4X_C20;2,023061;-0,239937;0;2,423152;2,423152;-2,423152;16,803391;41,199616;24,396225;4,965627;1,198205;1,27883;;;;;;;;;;;;
;;21/11/2022 09:04:08;7;DCH;113:21:10;10:08:00;3;1;EQUALIZACAO_4X_C20;2,02295;-0,239892;0;2,431136;2,431136;-2,431136;16,787239;41,199616;24,412377;4,981779;-2,267888;0,462838;;;;;;;;;;;;
;;21/11/2022 09:06:08;7;DCH;113:23:10;10:09:59;3;1;EQUALIZACAO_4X_C20;2,022728;-0,239892;0;2,439142;2,439142;-2,439142;16,771045;41,199616;24,428572;4,997974;2,769841;-0,796674;;;;;;;;;;;;
;;21/11/2022 09:08:08;7;DCH;113:25:10;10:12:00;3;1;EQUALIZACAO_4X_C20;2,022506;-0,239937;0;2,447136;2,447136;-2,447136;16,754876;41,199616;24,444741;5,014142;-2,370386;1,602449;;;;;;;;;;;;
;;21/11/2022 09:10:08;7;DCH;113:27:10;10:14:00;3;1;EQUALIZACAO_4X_C20;2,022394;-0,239892;0;2,455134;2,455134;-2,455134;16,738701;41,199616;24,460915;5,030317;0,845848;2,883834;;;;;;;;;;;;
;;21/11/2022 09:12:08;7;DCH;113:29:10;10:16:00;3;1;EQUALIZACAO_4X_C20;2,022172;-0,239937;0;2,463127;2,463127;-2,463127;16,722537;41,199616;24,47708;5,046482;-1,289687;-2,248091;;;;;;;;;;;;
;;21/11/2022 09:14:08;7;DCH;113:31:10;10:18:00;3;1;EQUALIZACAO_4X_C20;2,02195;-0,239892;0;2,471127;2,471127;-2,471127;16,70636;41,199616;24,493256;5,062658;-1,21896;-2,529402;;;;;;;;;;;;
;;21/11/2022 09:16:08;7;DCH;113:33:10;10:20:00;3;1;EQUALIZACAO_4X_C20;2,021839;-0,239937;0;2,479119;2,479119;-2,479119;16,690201;41,199616;24,509415;5,078817;1,656572;2,986332;;;;;;;;;;;;
;;21/11/2022 09:18:08;7;DCH;113:35:10;10:22:00;3;1;EQUALIZACAO_4X_C20;2,021616;-0,239892;0;2,487123;2,487123;-2,487123;16,674019;41,199616;24,525597;5,094999;2,746531;1,787967;;;;;;;;;;;;
;;21/11/2022 09:20:08;7;DCH;113:37:10;10:23:59;3;1;EQUALIZACAO_4X_C20;2,021505;-0,239892;0;2,495109;2,495109;-2,495109;16,657875;41,199616;24,541741;5,111143;-2,260544;1,636456;;;;;;;;;;;;
;;21/11/2022 09:22:08;7;DCH;113:39:10;10:26:00;3;1;EQUALIZACAO_4X_C20;2,021283;-0,239892;0;2,503119;2,503119;-2,503119;16,641684;41,199616;24,557932;5,127334;2,737112;-1,415654;;;;;;;;;;;;
;;21/11/2022 09:24:08;7;DCH;113:41:10;10:28:00;3;1;EQUALIZACAO_4X_C20;2,021061;-0,239892;0;2,511117;2,511117;-2,511117;16,625519;41,199616;24,574097;5,143499;2,858608;-0,383649;;;;;;;;;;;;
;;21/11/2022 09:26:08;7;DCH;113:43:10;10:30:00;3;1;EQUALIZACAO_4X_C20;2,02095;-0,239892;0;2,519109;2,519109;-2,519109;16,609366;41,199616;24,59025;5,159652;-2,347236;1,328483;;;;;;;;;;;;
;;21/11/2022 09:28:08;7;DCH;113:45:10;10:32:00;3;1;EQUALIZACAO_4X_C20;2,020727;-0,239892;0;2,527114;2,527114;-2,527114;16,59319;41,199616;24,606426;5,175828;1,929421;2,374377;;;;;;;;;;;;
;;21/11/2022 09:30:08;7;DCH;113:47:10;10:33:59;3;1;EQUALIZACAO_4X_C20;2,020505;-0,239937;0;2,535096;2,535096;-2,535096;16,577062;41,199616;24,622554;5,191956;-1,511766;-2,575701;;;;;;;;;;;;
;;21/11/2022 09:32:08;7;DCH;113:49:10;10:36:00;3;1;EQUALIZACAO_4X_C20;2,020394;-0,239892;0;2,543111;2,543111;-2,543111;16,560867;41,199616;24,63875;5,208151;-1,629271;0,185997;;;;;;;;;;;;
;;21/11/2022 09:34:08;7;DCH;113:51:10;10:38:00;3;1;EQUALIZACAO_4X_C20;2,020172;-0,239937;0;2,551091;2,551091;-2,551091;16,544746;41,199616;24,654871;5,224272;-1,590954;-2,342127;;;;;;;;;;;;
;;21/11/2022 09:36:08;7;DCH;113:53:10;10:40:00;3;1;EQUALIZACAO_4X_C20;2,019949;-0,239937;0;2,559098;2,559098;-2,559098;16,528571;41,199616;24,671045;5,240447;-2,015634;-0,038477;;;;;;;;;;;;
;;21/11/2022 09:38:08;7;DCH;113:55:10;10:42:00;3;1;EQUALIZACAO_4X_C20;2,019838;-0,239892;0;2,567086;2,567086;-2,567086;16,512435;41,199616;24,687181;5,256583;-0,975487;-2,583524;;;;;;;;;;;;
;;21/11/2022 09:40:08;7;DCH;113:57:10;10:44:00;3;1;EQUALIZACAO_4X_C20;2,019616;-0,239937;0;2,57509;2,57509;-2,57509;16,496271;41,199616;24,703345;5,272747;-0,800347;0,6648;;;;;;;;;;;;
;;21/11/2022 09:42:08;7;DCH;113:59:10;10:46:00;3;1;EQUALIZACAO_4X_C20;2,019394;-0,239892;0;2,583086;2,583086;-2,583086;16,480123;41,199616;24,719493;5,288895;-2,451011;-2,006534;;;;;;;;;;;;
;;21/11/2022 09:44:08;7;DCH;114:01:10;10:48:00;3;1;EQUALIZACAO_4X_C20;2,019282;-0,239937;0;2,591093;2,591093;-2,591093;16,463954;41,199616;24,735662;5,305064;-2,397208;1,554553;;;;;;;;;;;;
;;21/11/2022 09:46:08;7;DCH;114:03:10;10:50:00;3;1;EQUALIZACAO_4X_C20;2,01906;-0,239937;0;2,599083;2,599083;-2,599083;16,447821;41,199616;24,751795;5,321197;1,569401;3,003415;;;;;;;;;;;;
;;21/11/2022 09:48:08;7;DCH;114:05:10;10:51:59;3;1;EQUALIZACAO_4X_C20;2,018838;-0,239937;0;2,60707;2,60707;-2,60707;16,431695;41,199616;24,767921;5,337323;1,701754;3,027044;;;;;;;;;;;;
;;21/11/2022 09:50:08;7;DCH;114:07:10;10:54:00;3;1;EQUALIZACAO_4X_C20;2,018727;-0,239937;0;2,615087;2,615087;-2,615087;16,415511;41,199616;24,784106;5,353508;-1,411822;-2,617211;;;;;;;;;;;;
;;21/11/2022 09:52:08;7;DCH;114:09:10;10:56:00;3;1;EQUALIZACAO_4X_C20;2,018504;-0,239892;0;2,623066;2,623066;-2,623066;16,399403;41,199616;24,800213;5,369615;1,283141;2,770479;;;;;;;;;;;;
;;21/11/2022 09:54:08;7;DCH;114:11:10;10:58:00;3;1;EQUALIZACAO_4X_C20;2,018282;-0,239937;0;2,631075;2,631075;-2,631075;16,383238;41,199616;24,816378;5,38578;2,877607;0,354911;;;;;;;;;;;;
;;21/11/2022 09:56:08;7;DCH;114:13:10;11:00:00;3;1;EQUALIZACAO_4X_C20;2,01806;-0,239937;0;2,639072;2,639072;-2,639072;16,367098;41,199616;24,832518;5,40192;-2,451969;1,206666;;;;;;;;;;;;
;;21/11/2022 09:58:08;7;DCH;114:15:10;11:02:00;3;1;EQUALIZACAO_4X_C20;2,017949;-0,239937;0;2,647058;2,647058;-2,647058;16,350983;41,199616;24,848633;5,418035;-2,413333;1,558385;;;;;;;;;;;;
;;21/11/2022 10:00:08;7;DCH;114:17:10;11:04:00;3;1;EQUALIZACAO_4X_C20;2,017726;-0,239937;0;2,655068;2,655068;-2,655068;16,33482;41,199616;24,864796;5,434198;2,841366;-0,760433;;;;;;;;;;;;
;;21/11/2022 10:02:08;7;DCH;114:19:10;11:06:00;3;1;EQUALIZACAO_4X_C20;2,017615;-0,239937;0;2,663068;2,663068;-2,663068;16,318679;41,199616;24,880938;5,45034;2,800654;-0,713335;;;;;;;;;;;;
;;21/11/2022 10:04:08;7;DCH;114:21:10;11:08:00;3;1;EQUALIZACAO_4X_C20;2,017393;-0,239937;0;2,671058;2,671058;-2,671058;16,302558;41,199616;24,897058;5,46646;-2,441751;1,273562;;;;;;;;;;;;
;;21/11/2022 10:06:08;7;DCH;114:23:10;11:10:00;3;1;EQUALIZACAO_4X_C20;2,017171;-0,239892;0;2,679062;2,679062;-2,679062;16,286412;41,199616;24,913204;5,482606;-2,453406;1,51432;;;;;;;;;;;;
;;21/11/2022 10:08:08;7;DCH;114:25:10;11:12:00;3;1;EQUALIZACAO_4X_C20;2,016948;-0,239937;0;2,687048;2,687048;-2,687048;16,270304;41,199616;24,929312;5,498714;2,937637;0,745106;;;;;;;;;;;;
;;21/11/2022 10:10:08;7;DCH;114:27:10;11:14:00;3;1;EQUALIZACAO_4X_C20;2,016837;-0,239892;0;2,695049;2,695049;-2,695049;16,254168;41,199616;24,945448;5,51485;2,838173;-0,818068;;;;;;;;;;;;
;;21/11/2022 10:12:08;7;DCH;114:29:10;11:16:00;3;1;EQUALIZACAO_4X_C20;2,016615;-0,239937;0;2,703043;2,703043;-2,703043;16,238046;41,199616;24,96157;5,530972;2,385074;-1,75891;;;;;;;;;;;;
;;21/11/2022 10:14:08;7;DCH;114:31:10;11:18:00;3;1;EQUALIZACAO_4X_C20;2,016393;-0,239937;0;2,711054;2,711054;-2,711054;16,221891;41,199616;24,977725;5,547127;2,933007;-0,628559;;;;;;;;;;;;
;;21/11/2022 10:16:08;7;DCH;114:33:10;11:20:00;3;1;EQUALIZACAO_4X_C20;2,016282;-0,239937;0;2,719037;2,719037;-2,719037;16,205795;41,199616;24,993821;5,563223;-1,610592;2,168743;;;;;;;;;;;;
;;21/11/2022 10:18:08;7;DCH;114:35:10;11:22:00;3;1;EQUALIZACAO_4X_C20;2,016059;-0,239892;0;2,727037;2,727037;-2,727037;16,189666;41,199616;25,00995;5,579352;-1,996156;0,122614;;;;;;;;;;;;
;;21/11/2022 10:20:08;7;DCH;114:37:10;11:24:00;3;1;EQUALIZACAO_4X_C20;2,015837;-0,239937;0;2,735033;2,735033;-2,735033;16,173545;41,199616;25,026071;5,595473;2,45181;-1,286494;;;;;;;;;;;;
;;21/11/2022 10:22:08;7;DCH;114:39:10;11:25:59;3;1;EQUALIZACAO_4X_C20;2,015726;-0,239892;0;2,743031;2,743031;-2,743031;16,157424;41,199616;25,042193;5,611595;-1,08054;2,703425;;;;;;;;;;;;
;;21/11/2022 10:24:08;7;DCH;114:41:10;11:28:00;3;1;EQUALIZACAO_4X_C20;2,015503;-0,239937;0;2,751024;2,751024;-2,751024;16,141312;41,199616;25,058304;5,627706;1,543537;3,132575;;;;;;;;;;;;
;;21/11/2022 10:26:08;7;DCH;114:43:10;11:30:00;3;1;EQUALIZACAO_4X_C20;2,015281;-0,239937;0;2,759032;2,759032;-2,759032;16,125173;41,199616;25,074443;5,643845;-1,292241;-2,321851;;;;;;;;;;;;
;;21/11/2022 10:28:08;7;DCH;114:45:10;11:32:00;3;1;EQUALIZACAO_4X_C20;2,01517;-0,239937;0;2,767014;2,767014;-2,767014;16,109089;41,199616;25,090528;5,65993;2,960787;-0,811842;;;;;;;;;;;;
;;21/11/2022 10:30:08;7;DCH;114:47:10;11:34:00;3;1;EQUALIZACAO_4X_C20;2,014948;-0,239937;0;2,775025;2,775025;-2,775025;16,092946;41,199616;25,10667;5,676072;0,975008;-1,656093;;;;;;;;;;;;
;;21/11/2022 10:32:08;7;DCH;114:49:10;11:36:00;3;1;EQUALIZACAO_4X_C20;2,014725;-0,239937;0;2,783023;2,783023;-2,783023;16,076831;41,199616;25,122785;5,692187;2,997348;1,209381;;;;;;;;;;;;
;;21/11/2022 10:34:08;7;DCH;114:51:10;11:38:00;3;1;EQUALIZACAO_4X_C20;2,014503;-0,239937;0;2,791005;2,791005;-2,791005;16,06075;41,199616;25,138867;5,708268;-2,255435;0,452939;;;;;;;;;;;;
;;21/11/2022 10:36:08;7;DCH;114:53:10;11:40:00;3;1;EQUALIZACAO_4X_C20;2,014392;-0,239937;0;2,799019;2,799019;-2,799019;16,044607;41,199616;25,15501;5,724411;1,825646;3,094737;;;;;;;;;;;;
;;21/11/2022 10:38:08;7;DCH;114:55:10;11:42:00;3;1;EQUALIZACAO_4X_C20;2,01417;-0,239937;0;2,807007;2,807007;-2,807007;16,028517;41,199616;25,171099;5,740501;-2,518066;1,368875;;;;;;;;;;;;
