Measurement ID;7745;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;Channel0270101;Channel0280101;;Peukert 1,75V;
;;26/11/2022 06:33;29;DCH;20:27:23;04:08:00;0;0;Peukert_sem_equal;1,975319;-0,712442;0;2,944853;2,944923;-2,944853;0,902793;25,821326;24,918533;5,959631;-2,888943;1,814151;;;
;;26/11/2022 06:35;29;DCH;20:29:23;04:10:00;0;0;Peukert_sem_equal;1,974318;-0,712442;0;2,968604;2,968674;-2,968604;0,855889;25,821326;24,965437;6,006535;0,416059;2,130905;;;
;;26/11/2022 06:37;29;DCH;20:31:23;04:12:00;0;0;Peukert_sem_equal;1,973206;-0,712487;0;2,992385;2,992455;-2,992385;0,808953;25,821326;25,012373;6,053471;-0,560865;1,63917;;;
;;26/11/2022 06:39;29;DCH;20:33:23;04:14:00;0;0;Peukert_sem_equal;1,972094;-0,712487;0;3,016106;3,016176;-3,016106;0,762158;25,821326;25,059168;6,100266;0,090045;2,232125;;;
;;26/11/2022 06:41;29;DCH;20:35:23;04:16:00;0;0;Peukert_sem_equal;1,970982;-0,712487;0;3,039851;3,039921;-3,039851;0,715344;25,821326;25,105982;6,14708;-0,838664;-1,868273;;;
;;26/11/2022 06:43;29;DCH;20:37:22;04:18:00;0;0;Peukert_sem_equal;1,96987;-0,712487;0;3,063618;3,063688;-3,063618;0,668511;25,821326;25,152815;6,193913;-2,427861;-1,164518;;;
;;26/11/2022 06:45;29;DCH;20:39:23;04:20:00;0;0;Peukert_sem_equal;1,968758;-0,712487;0;3,087384;3,087454;-3,087384;0,621708;25,821326;25,199618;6,240716;-0,151193;1,333272;;;
;;26/11/2022 06:47;29;DCH;20:41:22;04:22:00;0;0;Peukert_sem_equal;1,967646;-0,712442;0;3,111109;3,111179;-3,111109;0,57501;25,821326;25,246316;6,287414;2,087798;-1,619692;;;
;;26/11/2022 06:49;29;DCH;20:43:23;04:24:00;0;0;Peukert_sem_equal;1,966534;-0,712442;0;3,134871;3,134941;-3,134871;0,528269;25,821326;25,293057;6,334155;1,220716;2,11446;;;
;;26/11/2022 06:51;29;DCH;20:45:23;04:26:00;0;0;Peukert_sem_equal;1,965311;-0,712442;0;3,158617;3,158687;-3,158617;0,481588;25,821326;25,339738;6,380836;2,990643;-1,556948;;;
;;26/11/2022 06:53;29;DCH;20:47:23;04:28:00;0;0;Peukert_sem_equal;1,964088;-0,712487;0;3,182376;3,182445;-3,182376;0,434908;25,821326;25,386418;6,427516;1,188466;-1,287611;;;
;;26/11/2022 06:55;29;DCH;20:49:22;04:30:00;0;0;Peukert_sem_equal;1,962865;-0,712442;0;3,206108;3,206178;-3,206108;0,388308;25,821326;25,433018;6,474116;3,013633;-0,602056;;;
;;26/11/2022 06:57;29;DCH;20:51:23;04:32:00;0;0;Peukert_sem_equal;1,961753;-0,712442;0;3,229838;3,229908;-3,229838;0,341743;25,821326;25,479583;6,520681;0,90939;-1,235564;;;
;;26/11/2022 06:59;29;DCH;20:53:23;04:34:00;0;0;Peukert_sem_equal;1,960419;-0,712487;0;3,253626;3,253696;-3,253626;0,295093;25,821326;25,526233;6,567331;-2,28098;-1,678604;;;
;;26/11/2022 07:01;29;DCH;20:55:23;04:36:00;0;0;Peukert_sem_equal;1,959196;-0,712487;0;3,277369;3,277439;-3,277369;0,24856;25,821326;25,572766;6,613864;-2,682989;1,565729;;;
;;26/11/2022 07:03;29;DCH;20:57:23;04:38:00;0;0;Peukert_sem_equal;1,957862;-0,712487;0;3,301071;3,301141;-3,301071;0,202139;25,821326;25,619187;6,660285;0,140975;1,651782;;;
;;26/11/2022 07:05;29;DCH;20:59:22;04:39:59;0;0;Peukert_sem_equal;1,956527;-0,712442;0;3,324809;3,324879;-3,324809;0,155678;25,821326;25,665648;6,706746;0,555756;-0,862133;;;
;;26/11/2022 07:07;29;DCH;21:01:23;04:42:00;0;0;Peukert_sem_equal;1,955193;-0,712442;0;3,34861;3,34868;-3,34861;0,109126;25,821326;25,7122;6,753298;-0,278277;1,880407;;;
;;26/11/2022 07:09;29;DCH;21:03:22;04:43:59;0;0;Peukert_sem_equal;1,953859;-0,712442;0;3,37232;3,37239;-3,37232;0,062785;25,821326;25,758541;6,799639;-0,027141;2,015155;;;
;;26/11/2022 07:11;29;DCH;21:05:23;04:46:00;0;0;Peukert_sem_equal;1,952524;-0,712487;0;3,396087;3,396157;-3,396087;0,016364;25,821326;25,804962;6,84606;0,256724;0,198291;;;
;;26/11/2022 07:13;29;DCH;21:07:22;04:48:00;0;0;Peukert_sem_equal;1,950968;-0,712442;0;3,419848;3,419918;-3,419848;-0,030011;25,821326;25,851337;6,892435;-0,878417;1,129553;;;
;;26/11/2022 07:15;29;DCH;21:09:22;04:50:00;0;0;Peukert_sem_equal;1,949522;-0,712487;0;3,443566;3,443635;-3,443566;-0,076266;25,821326;25,897592;6,93869;1,983703;2,14671;;;
;;26/11/2022 07:17;29;DCH;21:11:22;04:52:00;0;0;Peukert_sem_equal;1,948077;-0,712442;0;3,467346;3,467416;-3,467346;-0,122608;25,821326;25,943934;6,985032;2,92247;0,293764;;;
;;26/11/2022 07:19;29;DCH;21:13:22;04:54:00;0;0;Peukert_sem_equal;1,946409;-0,712533;0;3,491097;3,491166;-3,491097;-0,168857;25,821326;25,990183;7,031281;-2,127552;-1,756994;;;
;;26/11/2022 07:21;29;DCH;21:15:22;04:55:59;0;0;Peukert_sem_equal;1,944852;-0,712442;0;3,514806;3,514876;-3,514806;-0,214988;25,821326;26,036314;7,077412;3,003894;-1,800101;;;
;;26/11/2022 07:23;29;DCH;21:17:23;04:58:00;0;0;Peukert_sem_equal;1,943295;-0,712487;0;3,538575;3,538645;-3,538575;-0,261196;25,821326;26,082522;7,12362;-0,160133;-1,883281;;;
;;26/11/2022 07:25;29;DCH;21:19:22;05:00:00;0;0;Peukert_sem_equal;1,941628;-0,712487;0;3,562341;3,562411;-3,562341;-0,30736;25,821326;26,128686;7,169784;-0,080466;0,667514;;;
;;26/11/2022 07:27;29;DCH;21:21:23;05:02:00;0;0;Peukert_sem_equal;1,939849;-0,712487;0;3,586069;3,586139;-3,586069;-0,35341;25,821326;26,174736;7,215834;0,557512;-1,887911;;;
;;26/11/2022 07:29;29;DCH;21:23:22;05:04:00;0;0;Peukert_sem_equal;1,938069;-0,712487;0;3,609839;3,609909;-3,609839;-0,399498;25,821326;26,220824;7,261922;-0,189031;-1,784295;;;
;;26/11/2022 07:31;29;DCH;21:25:23;05:06:00;0;0;Peukert_sem_equal;1,93629;-0,712487;0;3,633553;3,633623;-3,633553;-0,445438;25,821326;26,266764;7,307862;-1,996476;1,542579;;;
;;26/11/2022 07:33;29;DCH;21:27:22;05:07:59;0;0;Peukert_sem_equal;1,9344;-0,712487;0;3,657328;3,657398;-3,657328;-0,49145;25,821326;26,312776;7,353874;-0,144806;-0,597745;;;
;;26/11/2022 07:35;29;DCH;21:29:22;05:10:00;0;0;Peukert_sem_equal;1,93251;-0,712487;0;3,681077;3,681147;-3,681077;-0,53737;25,821326;26,358695;7,399793;-0,367684;-2,108393;;;
;;26/11/2022 07:37;29;DCH;21:31:22;05:12:00;0;0;Peukert_sem_equal;1,93062;-0,712487;0;3,704795;3,704865;-3,704795;-0,583183;25,821326;26,404509;7,445607;-2,930613;-0,019478;;;
;;26/11/2022 07:39;29;DCH;21:33:22;05:14:00;0;0;Peukert_sem_equal;1,928507;-0,712442;0;3,728581;3,728651;-3,728581;-0,62908;25,821326;26,450406;7,491504;-0,844571;1,149191;;;
;;26/11/2022 07:41;29;DCH;21:35:22;05:16:00;0;0;Peukert_sem_equal;1,926506;-0,712487;0;3,752324;3,752394;-3,752324;-0,674845;25,821326;26,496171;7,537269;-1,225027;0,279874;;;
;;26/11/2022 07:43;29;DCH;21:37:23;05:18:00;0;0;Peukert_sem_equal;1,924282;-0,712487;0;3,776057;3,776127;-3,776057;-0,720538;25,821326;26,541864;7,582962;0,313242;1,839376;;;
;;26/11/2022 07:45;29;DCH;21:39:22;05:20:00;0;0;Peukert_sem_equal;1,921947;-0,712487;0;3,799831;3,799901;-3,799831;-0,766259;25,821326;26,587585;7,628683;1,102732;-0,58625;;;
;;26/11/2022 07:47;29;DCH;21:41:23;05:22:00;0;0;Peukert_sem_equal;1,919612;-0,712487;0;3,823597;3,823667;-3,823597;-0,811907;25,821326;26,633233;7,674331;0,295999;2,265333;;;
;;26/11/2022 07:49;29;DCH;21:43:23;05:24:00;0;0;Peukert_sem_equal;1,917054;-0,712487;0;3,84735;3,84742;-3,84735;-0,857475;25,821326;26,678801;7,719899;2,73791;1,760826;;;
;;26/11/2022 07:51;29;DCH;21:45:23;05:26:00;0;0;Peukert_sem_equal;1,914497;-0,712442;0;3,871052;3,871122;-3,871052;-0,902881;25,821326;26,724207;7,765305;-0,076794;1,453173;;;
;;26/11/2022 07:53;29;DCH;21:47:22;05:27:59;0;0;Peukert_sem_equal;1,911828;-0,712442;0;3,894813;3,894883;-3,894813;-0,948341;25,821326;26,769667;7,810765;1,201079;0,367045;;;
;;26/11/2022 07:55;29;DCH;21:49:23;05:30:00;0;0;Peukert_sem_equal;1,908937;-0,712487;0;3,918565;3,918635;-3,918565;-0,993716;25,821326;26,815042;7,85614;2,934444;-1,086447;;;
;;26/11/2022 07:57;29;DCH;21:51:23;05:32:00;0;0;Peukert_sem_equal;1,905935;-0,712442;0;3,942342;3,942412;-3,942342;-1,039069;25,821326;26,860395;7,901493;-2,848071;1,86077;;;
;;26/11/2022 07:59;29;DCH;21:53:22;05:34:00;0;0;Peukert_sem_equal;1,902822;-0,712442;0;3,966046;3,966116;-3,966046;-1,084209;25,821326;26,905535;7,946633;0,029376;1,165635;;;
;;26/11/2022 08:01;29;DCH;21:55:22;05:36:00;0;0;Peukert_sem_equal;1,899486;-0,712442;0;3,989816;3,989886;-3,989816;-1,129399;25,821326;26,950725;7,991823;-0,432823;1,698242;;;
;;26/11/2022 08:03;29;DCH;21:57:23;05:38:00;0;0;Peukert_sem_equal;1,895817;-0,712487;0;4,013588;4,013658;-4,013588;-1,174512;25,821326;26,995838;8,036936;-0,178334;1,688982;;;
;;26/11/2022 08:05;29;DCH;21:59:22;05:40:00;0;0;Peukert_sem_equal;1,892147;-0,712487;0;4,037308;4,037377;-4,037308;-1,219436;25,821326;27,040762;8,08186;0,890072;0,123413;;;
;;26/11/2022 08:07;29;DCH;22:01:22;05:42:00;0;0;Peukert_sem_equal;1,887922;-0,712487;0;4,061056;4,061126;-4,061056;-1,264322;25,821326;27,085648;8,126746;2,88543;-1,762423;;;
;;26/11/2022 08:09;29;DCH;22:03:23;05:44:00;0;0;Peukert_sem_equal;1,883474;-0,712442;0;4,084836;4,084906;-4,084836;-1,309165;25,821326;27,130491;8,171589;-0,224633;-1,852787;;;
;;26/11/2022 08:11;29;DCH;22:05:23;05:46:00;0;0;Peukert_sem_equal;1,878693;-0,712442;0;4,108577;4,108647;-4,108577;-1,353825;25,821326;27,17515;8,216248;-1,396176;-1,710535;;;
;;26/11/2022 08:13;29;DCH;22:07:22;05:48:00;0;0;Peukert_sem_equal;1,87369;-0,712487;0;4,132276;4,132346;-4,132276;-1,398289;25,821326;27,219615;8,260713;-0,04598;2,265014;;;
;;26/11/2022 08:15;29;DCH;22:09:22;05:50:00;0;0;Peukert_sem_equal;1,868352;-0,712487;0;4,156053;4,156123;-4,156053;-1,442778;25,821326;27,264104;8,305202;1,282662;1,159728;;;
;;26/11/2022 08:17;29;DCH;22:11:23;05:52:00;0;0;Peukert_sem_equal;1,862682;-0,712487;0;4,179772;4,179842;-4,179772;-1,487025;25,821326;27,308351;8,349449;-2,497311;1,673336;;;
;;26/11/2022 08:19;29;DCH;22:13:23;05:54:00;0;0;Peukert_sem_equal;1,856344;-0,712487;0;4,203538;4,203608;-4,203538;-1,53122;25,821326;27,352546;8,393644;-1,950336;-2,066404;;;
;;26/11/2022 08:21;29;DCH;22:15:22;05:56:00;0;0;Peukert_sem_equal;1,849227;-0,712442;0;4,22728;4,22735;-4,22728;-1,575211;25,821326;27,396536;8,437634;2,916403;-1,519589;;;
;;26/11/2022 08:23;29;DCH;22:17:23;05:58:00;0;0;Peukert_sem_equal;1,84111;-0,712442;0;4,251066;4,251136;-4,251066;-1,619102;25,821326;27,440428;8,481526;2,834501;-1,390269;;;
;;26/11/2022 08:25;29;DCH;22:19:23;06:00:00;0;0;Peukert_sem_equal;1,831659;-0,712487;0;4,274821;4,274891;-4,274821;-1,662728;25,821326;27,484054;8,525152;-2,360966;-1,084691;;;
;;26/11/2022 08:27;29;DCH;22:21:23;06:02:00;0;0;Peukert_sem_equal;1,820206;-0,712487;0;4,298545;4,298615;-4,298545;-1,70605;25,821326;27,527376;8,568474;-2,567878;1,104168;;;
;;26/11/2022 08:29;29;DCH;22:23:23;06:04:00;0;0;Peukert_sem_equal;1,807197;-0,712487;0;4,322307;4,322377;-4,322307;-1,749149;25,821326;27,570475;8,611573;2,936041;-1,544175;;;
;;26/11/2022 08:31;29;DCH;22:25:22;06:06:00;0;0;Peukert_sem_equal;1,793076;-0,712487;0;4,346053;4,346123;-4,346053;-1,791899;25,821326;27,613225;8,654323;1,964705;-1,316509;;;
;;26/11/2022 08:33;29;DCH;22:27:23;06:08:00;0;0;Peukert_sem_equal;1,776397;-0,712487;0;4,369816;4,369886;-4,369816;-1,834316;25,821326;27,655642;8,69674;0,871233;0,259917;;;
;;26/11/2022 08:35;29;DCH;22:29:23;06:10:00;0;0;Peukert_sem_equal;1,75527;-0,712487;0;4,393526;4,393596;-4,393526;-1,876196;25,821326;27,697522;8,73862;-2,080454;0,102658;;;
;;26/11/2022 08:35;29;DCH;22:29:48;06:10:25;0;0;Peukert_sem_equal;1,749933;-0,712442;0;4,398575;4,398645;-4,398575;-1,885045;25,821326;27,706371;8,747469;-2,788201;1,605004;;;
;;26/11/2022 08:35;29;DCH;22:29:48;06:10:25;0;0;Peukert_sem_equal;1,749933;-0,712442;;;;;;;;;;;;;
;;26/11/2022 08:36;30;PAU;22:29:48;00:00:00;0;0;Peukert_sem_equal;1,749822;0;;;;;;;;;;;;;
;;26/11/2022 08:36;30;PAU;22:29:48;00:00:00;0;0;Peukert_sem_equal;1,749822;0;0;4,398575;0;-4,398575;-1,885045;25,821326;27,706371;0;-2,557341;1,988333;;;
;;26/11/2022 08:36;30;PAU;22:29:48;00:00:00;0;0;Peukert_sem_equal;1,825899;0;0;4,398575;0;-4,398575;-1,885045;25,821326;27,706371;0;-2,557341;1,988333;;;
;;26/11/2022 08:36;30;PAU;22:29:48;00:00:00;0;0;Peukert_sem_equal;1,825899;0;;;;;;;;;;;;;
;;26/11/2022 08:36;32;PAU;22:29:48;00:00:00;0;0;Peukert_sem_equal;1,845024;0;;;;;;;;;;;;;
;;26/11/2022 08:36;32;PAU;22:29:48;00:00:00;0;0;Peukert_sem_equal;1,848804;0;0;0;0;0;-1,885045;25,821326;27,706371;0;-1,908506;2,007332;;;
;;26/11/2022 09:06;32;PAU;22:59:48;00:30:00;0;0;Peukert_sem_equal;1,959886;0;0;0;0;0;-1,885045;25,821326;27,706371;0;1,41294;2,171936;;;
;;26/11/2022 09:06;32;PAU;22:59:48;00:30:00;0;0;Peukert_sem_equal;1,959886;0;;;;;;;;;;;;;
;;26/11/2022 09:06;33;MSG;22:59:48;00:30:00;0;0;Peukert_sem_equal;Set IRange: 3;;;;;;;;;;;;;;
;;26/11/2022 09:06;33;CHA;22:59:48;00:00:00;0;0;Peukert_sem_equal;2,011924;0;;;;;;;;;;;;;
;;26/11/2022 09:06;33;CHA;22:59:48;00:00:00;0;0;Peukert_sem_equal;2,017151;1,24854;0;0;0;0;-1,885045;25,821326;27,706371;0;1,190541;1,882483;;;
;;26/11/2022 09:21;33;CHA;23:14:48;00:15:00;0;0;Peukert_sem_equal;2,207958;2,374944;0,593704;0;0,593704;0,593704;-0,585698;27,120673;27,706371;1,299347;-2,8072;1,91617;;;
;;26/11/2022 09:36;33;CHA;23:29:48;00:30:00;0;0;Peukert_sem_equal;2,23431;2,375034;1,187329;0;1,187329;1,187329;0,7328;28,439171;27,706371;2,617845;1,183676;0,821261;;;
;;26/11/2022 09:51;33;CHA;23:44:48;00:44:59;0;0;Peukert_sem_equal;2,263999;2,374944;1,781029;0;1,781029;1,781029;2,06782;29,774191;27,706371;3,952865;-2,071354;-1,285216;;;
;;26/11/2022 10:06;33;CHA;23:59:48;01:00:00;0;0;Peukert_sem_equal;2,304807;2,375034;2,374966;0;2,374966;2,374966;3,423889;31,130259;27,706371;5,308933;-1,976359;1,467701;;;
;;26/11/2022 10:21;33;CHA;24:14:48;01:15:00;0;0;Peukert_sem_equal;2,361181;2,375034;2,968609;0;2,968609;2,968609;4,807832;32,514202;27,706371;6,692876;-1,081977;-1,905952;;;
;;26/11/2022 10:36;33;CHA;24:29:48;01:30:00;0;0;Peukert_sem_equal;2,450025;2,231864;3,559869;0;3,559869;3,559869;6,230024;33,936394;27,706371;8,115068;1,781262;-0,707587;;;
;;26/11/2022 10:51;33;CHA;24:44:48;01:45:00;0;0;Peukert_sem_equal;2,450025;1,147256;3,974716;0;3,974716;3,974716;7,246388;34,952758;27,706371;9,131432;-0,306536;-1,895095;;;
;;26/11/2022 11:06;33;CHA;24:59:48;02:00:00;0;0;Peukert_sem_equal;2,449913;0,554987;4,178471;0;4,178471;4,178471;7,745582;35,451952;27,706371;9,630626;0,222398;-1,645875;;;
;;26/11/2022 11:09;33;CHA;25:03:08;02:03:19;0;0;Peukert_sem_equal;2,450025;0,474194;4,206975;0;4,206975;4,206975;7,815415;35,521785;27,706371;9,700459;2,839131;-1,281065;;;
;;26/11/2022 11:09;33;CHA;25:03:08;02:03:19;0;0;Peukert_sem_equal;2,450025;0,474194;;;;;;;;;;;;;
;;26/11/2022 11:09;34;MSG;25:03:08;02:03:20;0;0;Peukert_sem_equal;Set IRange: 4;;;;;;;;;;;;;;
;;26/11/2022 11:09;34;CHA;25:03:08;00:00:00;0;0;Peukert_sem_equal;2,412553;-0,000858;;;;;;;;;;;;;
;;26/11/2022 11:09;34;CHA;25:03:08;00:00:00;0;0;Peukert_sem_equal;2,391537;-0,000858;4,207019;0;0,000044;4,207018;7,815522;35,521893;27,706371;0,000108;2,836097;-1,458601;;;
;;26/11/2022 11:24;34;CHA;25:18:08;00:15:00;0;0;Peukert_sem_equal;2,756583;0,949977;4,44453;0;0,237555;4,44453;8,461051;36,167421;27,706371;0,645636;2,889102;-0,967026;;;
;;26/11/2022 11:39;34;CHA;25:33:08;00:30:00;0;0;Peukert_sem_equal;2,806509;0,949977;4,682039;0;0,475065;4,682039;9,122158;36,828529;27,706371;1,306744;-0,002076;2,304928;;;
;;26/11/2022 11:49;34;CHA;25:43:01;00:39:52;0;0;Peukert_sem_equal;2,828748;0,949977;4,838455;0;0,631481;4,838455;9,562952;37,269323;27,706371;1,747538;0,353634;2,28529;;;
;;26/11/2022 11:49;34;CHA;25:43:01;00:39:52;0;0;Peukert_sem_equal;2,828748;0,949977;;;;;;;;;;;;;
;;26/11/2022 11:49;35;PAU;25:43:01;00:00:00;0;0;Peukert_sem_equal;2,828748;0;;;;;;;;;;;;;
;;26/11/2022 11:49;35;PAU;25:43:01;00:00:00;0;0;Peukert_sem_equal;2,828748;0;4,838555;0;0,000099;4,838555;9,563233;37,269603;27,706371;0,000281;0,388439;2,28082;;;
;;26/11/2022 12:49;35;PAU;26:43:01;01:00:00;0;0;Peukert_sem_equal;2,17093;0;4,838555;0;0,000099;4,838555;9,563233;37,269603;27,706371;0,000281;2,949611;-0,657296;;;
;;26/11/2022 12:49;35;PAU;26:43:01;01:00:00;0;0;Peukert_sem_equal;2,17093;0;4,838555;0;0,000099;4,838555;9,563233;37,269603;27,706371;0,000281;2,715718;1,014283;;;
;;26/11/2022 12:49;35;PAU;26:43:01;01:00:00;0;0;Peukert_sem_equal;2,17093;0;;;;;;;;;;;;;
;;26/11/2022 12:49;37;DCH;26:43:01;00:00:00;0;0;Peukert_sem_equal;2,155894;0;;;;;;;;;;;;;
;;26/11/2022 12:49;37;DCH;26:43:01;00:00:00;0;0;Peukert_sem_equal;2,153448;-0,474465;0;0;0,000099;0;9,563233;37,269603;27,706371;0,000281;2,278425;1,563494;;;
;;26/11/2022 12:51;37;DCH;26:45:01;00:02:00;0;0;Peukert_sem_equal;2,097407;-0,475007;0;0,015849;0,015948;-0,015849;9,529731;37,269603;27,739872;0,033782;0,638138;-0,989537;;;
;;26/11/2022 12:53;37;DCH;26:47:01;00:04:00;0;0;Peukert_sem_equal;2,090068;-0,475007;0;0,031684;0,031783;-0,031684;9,49659;37,269603;27,773013;0,066923;2,169701;-1,698561;;;
;;26/11/2022 12:55;37;DCH;26:49:01;00:06:00;0;0;Peukert_sem_equal;2,087177;-0,474962;0;0,047511;0,047611;-0,047511;9,463534;37,269603;27,806069;0,099979;1,493246;2,036389;;;
;;26/11/2022 12:57;37;DCH;26:51:01;00:08:00;0;0;Peukert_sem_equal;2,084842;-0,474962;0;0,063321;0,06342;-0,063321;9,430556;37,269603;27,839048;0,132958;-0,671665;0,732813;;;
;;26/11/2022 12:59;37;DCH;26:53:01;00:10:00;0;0;Peukert_sem_equal;2,082952;-0,475007;0;0,079182;0,079282;-0,079182;9,397501;37,269603;27,872102;0,166012;-2,760261;-0,69705;;;
;;26/11/2022 13:01;37;DCH;26:55:01;00:12:00;0;0;Peukert_sem_equal;2,081284;-0,474962;0;0,094982;0,095081;-0,094982;9,364605;37,269603;27,904999;0,198909;-0,252094;0,607484;;;
;;26/11/2022 13:03;37;DCH;26:57:01;00:14:00;0;0;Peukert_sem_equal;2,079728;-0,475007;0;0,110816;0,110915;-0,110816;9,331662;37,269603;27,937941;0,231851;0,80338;1,830276;;;
;;26/11/2022 13:05;37;DCH;26:59:01;00:16:00;0;0;Peukert_sem_equal;2,078727;-0,475007;0;0,126678;0,126778;-0,126678;9,298682;37,269603;27,970921;0,264831;0,243632;-1,221195;;;
;;26/11/2022 13:07;37;DCH;27:01:01;00:18:00;0;0;Peukert_sem_equal;2,077615;-0,474962;0;0,142486;0,142586;-0,142486;9,265831;37,269603;28,003773;0,297683;-2,910815;0,328728;;;
;;26/11/2022 13:09;37;DCH;27:03:01;00:20:00;0;0;Peukert_sem_equal;2,076503;-0,475007;0;0,158325;0,158424;-0,158325;9,232934;37,269603;28,036669;0,330579;0,144647;-1,663756;;;
;;26/11/2022 13:11;37;DCH;27:05:01;00:22:00;0;0;Peukert_sem_equal;2,075391;-0,474962;0;0,174156;0,174255;-0,174156;9,200071;37,269603;28,069533;0,363442;-0,693538;-1,19565;;;
;;26/11/2022 13:13;37;DCH;27:07:01;00:24:00;0;0;Peukert_sem_equal;2,074279;-0,475007;0;0,19002;0,190119;-0,19002;9,167155;37,269603;28,102448;0,396358;-0,248582;1,255521;;;
;;26/11/2022 13:15;37;DCH;27:09:01;00:26:00;0;0;Peukert_sem_equal;2,073278;-0,474962;0;0,205847;0,205946;-0,205847;9,134332;37,269603;28,135271;0,429181;-0,934296;-0,470182;;;
;;26/11/2022 13:17;37;DCH;27:11:01;00:28:00;0;0;Peukert_sem_equal;2,072389;-0,475007;0;0,221676;0,221775;-0,221676;9,101521;37,269603;28,168082;0,461992;2,913849;-1,973645;;;
;;26/11/2022 13:19;37;DCH;27:13:01;00:30:00;0;0;Peukert_sem_equal;2,071388;-0,475007;0;0,237487;0,237586;-0,237487;9,068763;37,269603;28,20084;0,49475;-2,877607;0,436974;;;
;;26/11/2022 13:21;37;DCH;27:15:01;00:32:00;0;0;Peukert_sem_equal;2,070499;-0,475007;0;0,253337;0,253436;-0,253337;9,035939;37,269603;28,233664;0,527574;0,961438;2,376612;;;
;;26/11/2022 13:23;37;DCH;27:17:01;00:34:00;0;0;Peukert_sem_equal;2,069609;-0,475007;0;0,269166;0,269265;-0,269166;9,003172;37,269603;28,266431;0,560341;-1,001032;-2,065925;;;
;;26/11/2022 13:25;37;DCH;27:19:01;00:36:00;0;0;Peukert_sem_equal;2,06872;-0,475007;0;0,285006;0,285105;-0,285006;8,970398;37,269603;28,299206;0,593116;-2,636849;-0,855268;;;
;;26/11/2022 13:27;37;DCH;27:21:01;00:38:00;0;0;Peukert_sem_equal;2,068052;-0,474962;0;0,300811;0,30091;-0,300811;8,937707;37,269603;28,331896;0,625806;2,910177;-1,462911;;;
;;26/11/2022 13:29;37;DCH;27:23:01;00:40:00;0;0;Peukert_sem_equal;2,067163;-0,474962;0;0,31667;0,31677;-0,31667;8,904916;37,269603;28,364688;0,658597;2,929176;-1,448223;;;
;;26/11/2022 13:31;37;DCH;27:25:01;00:42:00;0;0;Peukert_sem_equal;2,066496;-0,475007;0;0,332481;0,33258;-0,332481;8,872238;37,269603;28,397366;0,691276;2,321691;1,549125;;;
;;26/11/2022 13:33;37;DCH;27:27:01;00:44:00;0;0;Peukert_sem_equal;2,065717;-0,474962;0;0,348324;0,348423;-0,348324;8,839506;37,269603;28,430097;0,724007;-0,227188;1,087405;;;
;;26/11/2022 13:35;37;DCH;27:29:01;00:46:00;0;0;Peukert_sem_equal;2,064939;-0,474962;0;0,36417;0,364269;-0,36417;8,806778;37,269603;28,462825;0,756735;-0,116069;-1,401285;;;
;;26/11/2022 13:37;37;DCH;27:31:01;00:48:00;0;0;Peukert_sem_equal;2,064272;-0,474962;0;0,38001;0,380109;-0,38001;8,774076;37,269603;28,495527;0,789437;-0,675816;0,552404;;;
;;26/11/2022 13:39;37;DCH;27:33:01;00:49:59;0;0;Peukert_sem_equal;2,063494;-0,474962;0;0,395826;0,395926;-0,395826;8,741432;37,269603;28,528171;0,822081;-0,850638;-0,33719;;;
;;26/11/2022 13:41;37;DCH;27:35:01;00:52:00;0;0;Peukert_sem_equal;2,062826;-0,475007;0;0,411645;0,411744;-0,411645;8,708795;37,269603;28,560808;0,854718;2,030322;-1,894616;;;
;;26/11/2022 13:43;37;DCH;27:37:01;00:54:00;0;0;Peukert_sem_equal;2,062159;-0,475007;0;0,427473;0,427572;-0,427473;8,676149;37,269603;28,593454;0,887364;0,446074;2,393057;;;
;;26/11/2022 13:45;37;DCH;27:39:01;00:56:00;0;0;Peukert_sem_equal;2,061492;-0,475007;0;0,443319;0,443418;-0,443319;8,643478;37,269603;28,626125;0,920035;0,025385;0,949943;;;
;;26/11/2022 13:47;37;DCH;27:41:01;00:58:00;0;0;Peukert_sem_equal;2,060936;-0,475007;0;0,459178;0,459278;-0,459178;8,610788;37,269603;28,658816;0,952726;1,783337;-2,091151;;;
;;26/11/2022 13:49;37;DCH;27:43:01;01:00:00;0;0;Peukert_sem_equal;2,060269;-0,474962;0;0,474974;0,475073;-0,474974;8,57824;37,269603;28,691363;0,985273;-1,922396;1,756994;;;
;;26/11/2022 13:51;37;DCH;27:45:01;01:02:00;0;0;Peukert_sem_equal;2,059713;-0,475007;0;0,490831;0,49093;-0,490831;8,545574;37,269603;28,724029;1,017939;-0,614988;-1,024501;;;
;;26/11/2022 13:53;37;DCH;27:47:01;01:04:00;0;0;Peukert_sem_equal;2,059046;-0,474962;0;0,506644;0,506743;-0,506644;8,51301;37,269603;28,756594;1,050504;-2,859726;-0,344534;;;
;;26/11/2022 13:55;37;DCH;27:49:01;01:06:00;0;0;Peukert_sem_equal;2,05849;-0,475007;0;0,522505;0,522604;-0,522505;8,480356;37,269603;28,789247;1,083157;0,556874;1,703031;;;
;;26/11/2022 13:57;37;DCH;27:51:01;01:08:00;0;0;Peukert_sem_equal;2,057934;-0,474962;0;0,538321;0,53842;-0,538321;8,447803;37,269603;28,8218;1,11571;-2,519663;-0,808329;;;
