Measurement ID;7611;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;;;;x;;Peukert 1,75V;;;;;;
Battery Name;Prototipo_P;[dd/MM/yyyy HH:mm:ss];[];[];[hh:mm:ss];[hh:mm:ss];[];[];[];[V];[A];[AhCha];[AhDch];[AhStep];[Ah];[Wh];[WhCha];[WhDch];[WhStep];;;;x;;Duração;Corrente;;;;;
;;22/11/2022 09:10:28;8;CHA;88:40:23;13:45:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115693;7,032071;4,730183;7,03209;2,301888;23,53608;42,491697;18,955618;17,149472;;;;;;;;;;;;
;;22/11/2022 09:25:28;8;CHA;88:55:23;14:00:00;2;1;EQUALIZACAO_4X_C20;2,670031;0,115558;7,060984;4,730183;7,061003;2,330801;23,613277;42,568895;18,955618;17,22667;;;;;;;;;;;;
;;22/11/2022 09:40:28;8;CHA;89:10:23;14:15:00;2;1;EQUALIZACAO_4X_C20;2,670031;0,115513;7,089865;4,730183;7,089885;2,359683;23,69039;42,646008;18,955618;17,303783;;;;;;;;;;;;
;;22/11/2022 09:55:28;8;CHA;89:25:23;14:30:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115513;7,118741;4,730183;7,118761;2,388559;23,767488;42,723106;18,955618;17,380881;;;;;;;;;;;;
;;22/11/2022 10:10:28;8;CHA;89:40:23;14:45:00;2;1;EQUALIZACAO_4X_C20;2,670031;0,115333;7,147619;4,730183;7,147638;2,417436;23,844591;42,800209;18,955618;17,457984;;;;;;;;;;;;
;;22/11/2022 10:25:28;8;CHA;89:55:23;15:00:00;2;1;EQUALIZACAO_4X_C20;2,670031;0,115153;7,176445;4,730183;7,176465;2,446263;23,921556;42,877174;18,955618;17,534949;;;;;;;;;;;;
;;22/11/2022 10:40:28;8;CHA;90:10:23;15:15:00;2;1;EQUALIZACAO_4X_C20;2,670031;0,115108;7,205255;4,730183;7,205275;2,475073;23,998479;42,954096;18,955618;17,611871;;;;;;;;;;;;
;;22/11/2022 10:55:28;8;CHA;90:25:23;15:30:00;2;1;EQUALIZACAO_4X_C20;2,670031;0,115108;7,234037;4,730183;7,234056;2,503854;24,075324;43,030942;18,955618;17,688717;;;;;;;;;;;;
;;22/11/2022 11:10:28;8;CHA;90:40:23;15:44:59;2;1;EQUALIZACAO_4X_C20;2,670031;0,115198;7,262833;4,730183;7,262852;2,53265;24,152209;43,107827;18,955618;17,765602;;;;;;;;;;;;
;;22/11/2022 11:25:28;8;CHA;90:55:23;16:00:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115333;7,291656;4,730183;7,291676;2,561474;24,229168;43,184785;18,955618;17,84256;;;;;;;;;;;;
;;22/11/2022 11:40:28;8;CHA;91:10:23;16:15:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115378;7,320516;4,730183;7,320536;2,590334;24,306223;43,261841;18,955618;17,919616;;;;;;;;;;;;
;;22/11/2022 11:55:28;8;CHA;91:25:23;16:30:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115693;7,349415;4,730183;7,349434;2,619232;24,383381;43,338999;18,955618;17,996774;;;;;;;;;;;;
;;22/11/2022 12:10:28;8;CHA;91:40:23;16:45:00;2;1;EQUALIZACAO_4X_C20;2,670031;0,115738;7,378353;4,730183;7,378372;2,648171;24,460646;43,416264;18,955618;18,074039;;;;;;;;;;;;
;;22/11/2022 12:25:28;8;CHA;91:55:23;17:00:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115783;7,407314;4,730183;7,407333;2,677131;24,53797;43,493587;18,955618;18,151362;;;;;;;;;;;;
;;22/11/2022 12:40:28;8;CHA;92:10:23;17:15:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115738;7,43627;4,730183;7,43629;2,706088;24,615284;43,570901;18,955618;18,228676;;;;;;;;;;;;
;;22/11/2022 12:55:28;8;CHA;92:25:23;17:30:00;2;1;EQUALIZACAO_4X_C20;2,670031;0,115828;7,465216;4,730183;7,465235;2,735033;24,692568;43,648186;18,955618;18,305961;;;;;;;;;;;;
;;22/11/2022 13:10:28;8;CHA;92:40:23;17:45:00;2;1;EQUALIZACAO_4X_C20;2,670031;0,115693;7,494149;4,730183;7,494168;2,763966;24,769818;43,725436;18,955618;18,383211;;;;;;;;;;;;
;;22/11/2022 13:25:28;8;CHA;92:55:23;18:00:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115423;7,523064;4,730183;7,523084;2,792882;24,847022;43,802639;18,955618;18,460414;;;;;;;;;;;;
;;22/11/2022 13:40:28;8;CHA;93:10:23;18:15:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115468;7,551937;4,730183;7,551957;2,821755;24,924112;43,87973;18,955618;18,537505;;;;;;;;;;;;
;;22/11/2022 13:55:28;8;CHA;93:25:23;18:29:59;2;1;EQUALIZACAO_4X_C20;2,670031;0,115558;7,580828;4,730183;7,580848;2,850646;25,00125;43,956868;18,955618;18,614643;;;;;;;;;;;;
;;22/11/2022 14:10:28;8;CHA;93:40:23;18:45:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115558;7,60972;4,730183;7,60974;2,879538;25,078392;44,034009;18,955618;18,691784;;;;;;;;;;;;
;;22/11/2022 14:25:28;8;CHA;93:55:23;18:59:59;2;1;EQUALIZACAO_4X_C20;2,670031;0,115423;7,638584;4,730183;7,638604;2,908402;25,155457;44,111075;18,955618;18,76885;;;;;;;;;;;;
;;22/11/2022 14:40:28;8;CHA;94:10:23;19:15:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115513;7,667454;4,730183;7,667473;2,937271;25,232539;44,188156;18,955618;18,845931;;;;;;;;;;;;
;;22/11/2022 14:55:28;8;CHA;94:25:23;19:30:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115558;7,69633;4,730183;7,696349;2,966147;25,309637;44,265254;18,955618;18,923029;;;;;;;;;;;;
;;22/11/2022 15:10:28;8;CHA;94:40:23;19:45:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115738;7,725226;4,730183;7,725245;2,995043;25,386789;44,342406;18,955618;19,000181;;;;;;;;;;;;
;;22/11/2022 15:25:28;8;CHA;94:55:23;20:00:00;2;1;EQUALIZACAO_4X_C20;2,670031;0,115918;7,754173;4,730183;7,754193;3,023991;25,464077;44,419695;18,955618;19,07747;;;;;;;;;;;;
;;22/11/2022 15:40:28;8;CHA;95:10:23;20:15:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115783;7,783145;4,730183;7,783164;3,052962;25,541431;44,497048;18,955618;19,154823;;;;;;;;;;;;
;;22/11/2022 15:55:28;8;CHA;95:25:23;20:30:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,116008;7,81212;4,730183;7,81214;3,081938;25,618794;44,574412;18,955618;19,232187;;;;;;;;;;;;
;;22/11/2022 16:10:28;8;CHA;95:40:23;20:45:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115693;7,841062;4,730183;7,841081;3,110879;25,696067;44,651685;18,955618;19,30946;;;;;;;;;;;;
;;22/11/2022 16:25:28;8;CHA;95:55:23;21:00:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,115468;7,869973;4,730183;7,869992;3,13979;25,773259;44,728877;18,955618;19,386652;;;;;;;;;;;;
;;22/11/2022 16:40:28;8;CHA;96:10:23;21:15:00;2;1;EQUALIZACAO_4X_C20;2,670031;0,115198;7,898807;4,730183;7,898826;3,168624;25,850246;44,805863;18,955618;19,463638;;;;;;;;;;;;
;;22/11/2022 16:55:28;8;CHA;96:25:23;21:30:00;2;1;EQUALIZACAO_4X_C20;2,670031;0,114612;7,927528;4,730183;7,927547;3,197345;25,92693;44,882548;18,955618;19,540323;;;;;;;;;;;;
;;22/11/2022 17:10:28;8;CHA;96:40:23;21:45:00;2;1;EQUALIZACAO_4X_C20;2,670031;0,114117;7,956111;4,730183;7,95613;3,225928;26,003246;44,958863;18,955618;19,616638;;;;;;;;;;;;
;;22/11/2022 17:25:28;8;CHA;96:55:23;22:00:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,113486;7,984524;4,730183;7,984544;3,254342;26,079109;45,034726;18,955618;19,692501;;;;;;;;;;;;
;;22/11/2022 17:40:28;8;CHA;97:10:23;22:15:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,112721;8,012775;4,730183;8,012795;3,282593;26,154538;45,110156;18,955618;19,767931;;;;;;;;;;;;
;;22/11/2022 17:55:28;8;CHA;97:25:23;22:30:00;2;1;EQUALIZACAO_4X_C20;2,670031;0,112;8,040868;4,730183;8,040887;3,310685;26,229545;45,185163;18,955618;19,842938;;;;;;;;;;;;
;;22/11/2022 18:10:28;8;CHA;97:40:23;22:45:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,111235;8,068777;4,730183;8,068796;3,338594;26,304062;45,25968;18,955618;19,917455;;;;;;;;;;;;
;;22/11/2022 18:25:28;8;CHA;97:55:23;22:59:59;2;1;EQUALIZACAO_4X_C20;2,66992;0,110604;8,096516;4,730183;8,096536;3,366334;26,378125;45,333743;18,955618;19,991518;;;;;;;;;;;;
;;22/11/2022 18:40:28;8;CHA;98:10:23;23:15:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,109884;8,124075;4,730183;8,124095;3,393893;26,451707;45,407325;18,955618;20,0651;;;;;;;;;;;;
;;22/11/2022 18:55:28;8;CHA;98:25:23;23:30:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,109073;8,151446;4,730183;8,151465;3,421263;26,524785;45,480403;18,955618;20,138178;;;;;;;;;;;;
;;22/11/2022 19:10:28;8;CHA;98:40:23;23:44:59;2;1;EQUALIZACAO_4X_C20;2,66992;0,108307;8,178624;4,730183;8,178644;3,448442;26,597352;45,552969;18,955618;20,210744;;;;;;;;;;;;
;;22/11/2022 19:25:28;8;CHA;98:55:23;24:00:00;2;1;EQUALIZACAO_4X_C20;2,670031;0,107632;8,205627;4,730183;8,205647;3,475445;26,669449;45,625067;18,955618;20,282842;;;;;;;;;;;;
;;22/11/2022 19:25:28;8;CHA;98:55:23;24:00:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,107722;8,205627;4,730183;8,205647;3,475445;26,669449;45,625067;18,955618;20,282842;;;;;;;;;;;;
;;22/11/2022 19:25:28;8;CHA;98:55:23;24:00:00;2;1;EQUALIZACAO_4X_C20;2,66992;0,107722;;;;;;;;;;;;;;;;;;;;
;;22/11/2022 19:25:29;9;PAU;98:55:23;00:00:00;2;1;EQUALIZACAO_4X_C20;2,66992;0;;;;;;;;;;;;;;;;;;;;
;;22/11/2022 19:25:29;9;PAU;98:55:23;00:00:00;2;1;EQUALIZACAO_4X_C20;2,66992;0;8,205636;4,730183;0,000008;3,475453;26,669472;45,625089;18,955618;0,000022;;;;;;;;;;;;
;;22/11/2022 20:25:29;9;PAU;99:55:23;00:59:59;2;1;EQUALIZACAO_4X_C20;2,170804;0;8,205636;4,730183;0,000008;3,475453;26,669472;45,625089;18,955618;0,000022;;;;;;;;;;;;
;;22/11/2022 21:25:29;9;PAU;100:55:24;02:00:00;2;1;EQUALIZACAO_4X_C20;2,137781;0;8,205636;4,730183;0,000008;3,475453;26,669472;45,625089;18,955618;0,000022;;;;;;;;;;;;
;;22/11/2022 22:25:29;9;PAU;101:55:24;03:00:00;2;1;EQUALIZACAO_4X_C20;2,1161;0;8,205636;4,730183;0,000008;3,475453;26,669472;45,625089;18,955618;0,000022;;;;;;;;;;;;
;;22/11/2022 23:25:29;9;PAU;102:55:23;03:59:59;2;1;EQUALIZACAO_4X_C20;2,100645;0;8,205636;4,730183;0,000008;3,475453;26,669472;45,625089;18,955618;0,000022;;;;;;;;;;;;
;;22/11/2022 23:25:29;9;PAU;102:55:24;04:00:00;2;1;EQUALIZACAO_4X_C20;2,100756;0;8,205636;4,730183;0,000008;3,475453;26,669472;45,625089;18,955618;0,000022;;;;;;;;;;;;
;;22/11/2022 23:25:29;9;PAU;102:55:24;04:00:00;2;1;EQUALIZACAO_4X_C20;2,100756;0;;;;;;;;;;;;;;;;;;;;
;;22/11/2022 23:25:29;10;PAU;102:55:24;00:00:00;2;1;EQUALIZACAO_4X_C20;2,100645;0;;;;;;;;;;;;;;;;;;;;
;;22/11/2022 23:25:29;10;PAU;102:55:24;00:00:00;2;1;EQUALIZACAO_4X_C20;2,100645;0;8,205636;4,730183;0,000008;3,475453;26,669472;45,625089;18,955618;0,000022;;;;;;;;;;;;
;;22/11/2022 23:25:30;10;PAU;102:55:25;00:00:01;2;1;EQUALIZACAO_4X_C20;2,100645;0;8,205636;4,730183;0,000008;3,475453;26,669472;45,625089;18,955618;0,000022;;;;;;;;;;;;
;;22/11/2022 23:25:30;10;PAU;102:55:25;00:00:01;2;1;EQUALIZACAO_4X_C20;2,100645;0;;;;;;;;;;;;;;;;;;;;
;;22/11/2022 23:25:31;7;DCH;102:55:25;00:00:00;3;1;EQUALIZACAO_4X_C20;2,085964;0;;;;;;;;;;;;;;;;;;;;
;;22/11/2022 23:25:31;7;DCH;102:55:25;00:00:00;3;1;EQUALIZACAO_4X_C20;2,085185;-0,236254;0;0;0,000008;0;26,669472;45,625089;18,955618;0,000022;;;;;;;;;;;;
;;22/11/2022 23:27:31;7;DCH;102:57:25;00:02:00;3;1;EQUALIZACAO_4X_C20;2,0406;-0,236479;0;0,007889;0,007897;-0,007889;26,653249;45,625089;18,97184;0,016245;;;;;;;;;;;;
;;22/11/2022 23:29:31;7;DCH;102:59:25;00:04:00;3;1;EQUALIZACAO_4X_C20;2,036819;-0,236479;0;0,015777;0,015786;-0,015777;26,637187;45,625089;18,987902;0,032306;;;;;;;;;;;;
;;22/11/2022 23:31:31;7;DCH;103:01:25;00:06:00;3;1;EQUALIZACAO_4X_C20;2,044491;-0,236524;0;0,023649;0,023657;-0,023649;26,621121;45,625089;19,003969;0,048373;;;;;;;;;;;;
;;22/11/2022 23:33:31;7;DCH;103:03:25;00:08:00;3;1;EQUALIZACAO_4X_C20;2,047827;-0,236524;0;0,031534;0,031542;-0,031534;26,604985;45,625089;19,020104;0,064509;;;;;;;;;;;;
;;22/11/2022 23:35:31;7;DCH;103:05:25;00:09:59;3;1;EQUALIZACAO_4X_C20;2,049606;-0,236479;0;0,03942;0,039428;-0,03942;26,588828;45,625089;19,036261;0,080666;;;;;;;;;;;;
;;22/11/2022 23:37:31;7;DCH;103:07:25;00:12:00;3;1;EQUALIZACAO_4X_C20;2,050607;-0,236479;0;0,04731;0,047318;-0,04731;26,572652;45,625089;19,052438;0,096842;;;;;;;;;;;;
;;22/11/2022 23:39:31;7;DCH;103:09:25;00:14:00;3;1;EQUALIZACAO_4X_C20;2,051496;-0,236479;0;0,055179;0,055187;-0,055179;26,556513;45,625089;19,068576;0,112981;;;;;;;;;;;;
;;22/11/2022 23:41:31;7;DCH;103:11:25;00:15:59;3;1;EQUALIZACAO_4X_C20;2,051941;-0,236524;0;0,063061;0,063069;-0,063061;26,540341;45,625089;19,084748;0,129152;;;;;;;;;;;;
;;22/11/2022 23:43:31;7;DCH;103:13:25;00:18:00;3;1;EQUALIZACAO_4X_C20;2,052386;-0,236479;0;0,070947;0,070955;-0,070947;26,524158;45,625089;19,100931;0,145336;;;;;;;;;;;;
;;22/11/2022 23:45:31;7;DCH;103:15:25;00:20:00;3;1;EQUALIZACAO_4X_C20;2,052719;-0,236524;0;0,078842;0,07885;-0,078842;26,507953;45,625089;19,117136;0,16154;;;;;;;;;;;;
;;22/11/2022 23:47:31;7;DCH;103:17:25;00:22:00;3;1;EQUALIZACAO_4X_C20;2,052941;-0,236524;0;0,086727;0,086735;-0,086727;26,491766;45,625089;19,133323;0,177727;;;;;;;;;;;;
;;22/11/2022 23:49:31;7;DCH;103:19:25;00:24:00;3;1;EQUALIZACAO_4X_C20;2,053164;-0,236524;0;0,094595;0,094603;-0,094595;26,475613;45,625089;19,149476;0,193881;;;;;;;;;;;;
;;22/11/2022 23:51:31;7;DCH;103:21:25;00:26:00;3;1;EQUALIZACAO_4X_C20;2,053386;-0,236479;0;0,102478;0,102486;-0,102478;26,459425;45,625089;19,165664;0,210068;;;;;;;;;;;;
;;22/11/2022 23:53:31;7;DCH;103:23:25;00:28:00;3;1;EQUALIZACAO_4X_C20;2,053497;-0,236524;0;0,110377;0,110385;-0,110377;26,443206;45,625089;19,181883;0,226288;;;;;;;;;;;;
;;22/11/2022 23:55:31;7;DCH;103:25:25;00:30:00;3;1;EQUALIZACAO_4X_C20;2,053609;-0,236479;0;0,118261;0,118269;-0,118261;26,427015;45,625089;19,198074;0,242479;;;;;;;;;;;;
;;22/11/2022 23:57:31;7;DCH;103:27:25;00:31:59;3;1;EQUALIZACAO_4X_C20;2,053831;-0,236479;0;0,126128;0,126136;-0,126128;26,410858;45,625089;19,214232;0,258636;;;;;;;;;;;;
;;22/11/2022 23:59:31;7;DCH;103:29:25;00:34:00;3;1;EQUALIZACAO_4X_C20;2,053831;-0,236479;0;0,134017;0,134025;-0,134017;26,394655;45,625089;19,230434;0,274839;;;;;;;;;;;;
;;23/11/2022 00:01:31;7;DCH;103:31:25;00:36:00;3;1;EQUALIZACAO_4X_C20;2,053942;-0,236524;0;0,141906;0,141915;-0,141906;26,378451;45,625089;19,246638;0,291042;;;;;;;;;;;;
;;23/11/2022 00:03:31;7;DCH;103:33:25;00:38:00;3;1;EQUALIZACAO_4X_C20;2,054053;-0,236479;0;0,149778;0,149786;-0,149778;26,362283;45,625089;19,262806;0,30721;;;;;;;;;;;;
;;23/11/2022 00:05:31;7;DCH;103:35:25;00:39:59;3;1;EQUALIZACAO_4X_C20;2,053942;-0,236524;0;0,157669;0,157678;-0,157669;26,346075;45,625089;19,279014;0,323418;;;;;;;;;;;;
;;23/11/2022 00:07:31;7;DCH;103:37:25;00:42:00;3;1;EQUALIZACAO_4X_C20;2,054053;-0,236524;0;0,165548;0,165556;-0,165548;26,329892;45,625089;19,295197;0,339601;;;;;;;;;;;;
;;23/11/2022 00:09:31;7;DCH;103:39:25;00:44:00;3;1;EQUALIZACAO_4X_C20;2,053942;-0,236479;0;0,173427;0,173435;-0,173427;26,31371;45,625089;19,31138;0,355784;;;;;;;;;;;;
;;23/11/2022 00:11:31;7;DCH;103:41:25;00:46:00;3;1;EQUALIZACAO_4X_C20;2,053942;-0,236524;0;0,181314;0,181323;-0,181314;26,297508;45,625089;19,327581;0,371985;;;;;;;;;;;;
;;23/11/2022 00:13:31;7;DCH;103:43:25;00:48:00;3;1;EQUALIZACAO_4X_C20;2,053942;-0,236479;0;0,189198;0,189206;-0,189198;26,281316;45,625089;19,343773;0,388177;;;;;;;;;;;;
;;23/11/2022 00:15:31;7;DCH;103:45:25;00:50:00;3;1;EQUALIZACAO_4X_C20;2,053942;-0,236479;0;0,197087;0,197096;-0,197087;26,265111;45,625089;19,359978;0,404382;;;;;;;;;;;;
;;23/11/2022 00:17:31;7;DCH;103:47:25;00:52:00;3;1;EQUALIZACAO_4X_C20;2,053942;-0,236524;0;0,20497;0,204978;-0,20497;26,248922;45,625089;19,376167;0,420572;;;;;;;;;;;;
;;23/11/2022 00:19:31;7;DCH;103:49:25;00:54:00;3;1;EQUALIZACAO_4X_C20;2,053831;-0,236479;0;0,212854;0,212862;-0,212854;26,232729;45,625089;19,39236;0,436765;;;;;;;;;;;;
;;23/11/2022 00:21:31;7;DCH;103:51:25;00:56:00;3;1;EQUALIZACAO_4X_C20;2,05372;-0,236479;0;0,220736;0,220744;-0,220736;26,216542;45,625089;19,408547;0,452952;;;;;;;;;;;;
;;23/11/2022 00:23:31;7;DCH;103:53:25;00:57:59;3;1;EQUALIZACAO_4X_C20;2,053609;-0,236479;0;0,228623;0,228632;-0,228623;26,200343;45,625089;19,424746;0,469151;;;;;;;;;;;;
;;23/11/2022 00:25:31;7;DCH;103:55:25;00:59:59;3;1;EQUALIZACAO_4X_C20;2,053609;-0,236524;0;0,236504;0,236513;-0,236504;26,184158;45,625089;19,440931;0,485336;;;;;;;;;;;;
;;23/11/2022 00:27:31;7;DCH;103:57:25;01:02:00;3;1;EQUALIZACAO_4X_C20;2,053609;-0,236524;0;0,244389;0,244397;-0,244389;26,167968;45,625089;19,457121;0,501526;;;;;;;;;;;;
;;23/11/2022 00:29:31;7;DCH;103:59:25;01:04:00;3;1;EQUALIZACAO_4X_C20;2,053497;-0,236479;0;0,252266;0,252274;-0,252266;26,151791;45,625089;19,473298;0,517702;;;;;;;;;;;;
;;23/11/2022 00:31:31;7;DCH;104:01:25;01:05:59;3;1;EQUALIZACAO_4X_C20;2,053275;-0,236524;0;0,260156;0,260164;-0,260156;26,135591;45,625089;19,489498;0,533902;;;;;;;;;;;;
;;23/11/2022 00:33:31;7;DCH;104:03:25;01:08:00;3;1;EQUALIZACAO_4X_C20;2,053164;-0,236524;0;0,268042;0,26805;-0,268042;26,119398;45,625089;19,505691;0,550095;;;;;;;;;;;;
;;23/11/2022 00:35:31;7;DCH;104:05:25;01:09:59;3;1;EQUALIZACAO_4X_C20;2,053164;-0,236479;0;0,275915;0,275924;-0,275915;26,103233;45,625089;19,521856;0,566261;;;;;;;;;;;;
;;23/11/2022 00:37:31;7;DCH;104:07:25;01:12:00;3;1;EQUALIZACAO_4X_C20;2,053053;-0,236479;0;0,283804;0,283813;-0,283804;26,087036;45,625089;19,538053;0,582457;;;;;;;;;;;;
;;23/11/2022 00:39:31;7;DCH;104:09:25;01:13:59;3;1;EQUALIZACAO_4X_C20;2,052941;-0,236479;0;0,291689;0,291698;-0,291689;26,070849;45,625089;19,55424;0,598645;;;;;;;;;;;;
;;23/11/2022 00:41:31;7;DCH;104:11:25;01:16:00;3;1;EQUALIZACAO_4X_C20;2,05283;-0,236479;0;0,29957;0,299578;-0,29957;26,05467;45,625089;19,570419;0,614823;;;;;;;;;;;;
;;23/11/2022 00:43:31;7;DCH;104:13:25;01:18:00;3;1;EQUALIZACAO_4X_C20;2,052719;-0,236524;0;0,307464;0,307472;-0,307464;26,038466;45,625089;19,586623;0,631028;;;;;;;;;;;;
;;23/11/2022 00:45:31;7;DCH;104:15:25;01:20:00;3;1;EQUALIZACAO_4X_C20;2,052608;-0,236524;0;0,315343;0,315352;-0,315343;26,022293;45,625089;19,602796;0,647201;;;;;;;;;;;;
;;23/11/2022 00:47:31;7;DCH;104:17:25;01:22:00;3;1;EQUALIZACAO_4X_C20;2,052497;-0,236524;0;0,32323;0,323238;-0,32323;26,006105;45,625089;19,618984;0,663389;;;;;;;;;;;;
;;23/11/2022 00:49:31;7;DCH;104:19:25;01:24:00;3;1;EQUALIZACAO_4X_C20;2,052274;-0,236479;0;0,331112;0,33112;-0,331112;25,989929;45,625089;19,63516;0,679565;;;;;;;;;;;;
;;23/11/2022 00:51:31;7;DCH;104:21:25;01:26:00;3;1;EQUALIZACAO_4X_C20;2,052163;-0,236479;0;0,338981;0,338989;-0,338981;25,97378;45,625089;19,651309;0,695714;;;;;;;;;;;;
;;23/11/2022 00:53:31;7;DCH;104:23:25;01:28:00;3;1;EQUALIZACAO_4X_C20;2,052163;-0,236479;0;0,346874;0,346883;-0,346874;25,957581;45,625089;19,667508;0,711913;;;;;;;;;;;;
;;23/11/2022 00:55:31;7;DCH;104:25:25;01:30:00;3;1;EQUALIZACAO_4X_C20;2,051941;-0,236524;0;0,354762;0,35477;-0,354762;25,941396;45,625089;19,683693;0,728098;;;;;;;;;;;;
;;23/11/2022 00:57:31;7;DCH;104:27:25;01:32:00;3;1;EQUALIZACAO_4X_C20;2,05183;-0,236479;0;0,362648;0,362656;-0,362648;25,925215;45,625089;19,699874;0,744279;;;;;;;;;;;;
;;23/11/2022 00:59:31;7;DCH;104:29:25;01:34:00;3;1;EQUALIZACAO_4X_C20;2,051607;-0,236524;0;0,370523;0,370532;-0,370523;25,909056;45,625089;19,716033;0,760438;;;;;;;;;;;;
;;23/11/2022 01:01:31;7;DCH;104:31:25;01:36:00;3;1;EQUALIZACAO_4X_C20;2,051496;-0,236524;0;0,378408;0,378416;-0,378408;25,89288;45,625089;19,732209;0,776614;;;;;;;;;;;;
;;23/11/2022 01:03:31;7;DCH;104:33:25;01:38:00;3;1;EQUALIZACAO_4X_C20;2,051385;-0,236479;0;0,386291;0,3863;-0,386291;25,876708;45,625089;19,748381;0,792786;;;;;;;;;;;;
;;23/11/2022 01:05:31;7;DCH;104:35:25;01:40:00;3;1;EQUALIZACAO_4X_C20;2,051274;-0,236479;0;0,394163;0,394172;-0,394163;25,86056;45,625089;19,764529;0,808933;;;;;;;;;;;;
;;23/11/2022 01:07:31;7;DCH;104:37:25;01:42:00;3;1;EQUALIZACAO_4X_C20;2,051051;-0,236479;0;0,402051;0,40206;-0,402051;25,84438;45,625089;19,780709;0,825113;;;;;;;;;;;;
;;23/11/2022 01:09:31;7;DCH;104:39:25;01:44:00;3;1;EQUALIZACAO_4X_C20;2,05094;-0,236524;0;0,409932;0,40994;-0,409932;25,828217;45,625089;19,796872;0,841277;;;;;;;;;;;;
;;23/11/2022 01:11:31;7;DCH;104:41:25;01:45:59;3;1;EQUALIZACAO_4X_C20;2,050829;-0,236524;0;0,417824;0,417832;-0,417824;25,812032;45,625089;19,813057;0,857462;;;;;;;;;;;;
;;23/11/2022 01:13:31;7;DCH;104:43:25;01:48:00;3;1;EQUALIZACAO_4X_C20;2,050607;-0,236524;0;0,425714;0,425722;-0,425714;25,795853;45,625089;19,829236;0,873641;;;;;;;;;;;;
;;23/11/2022 01:15:31;7;DCH;104:45:25;01:50:00;3;1;EQUALIZACAO_4X_C20;2,050495;-0,236524;0;0,433595;0,433603;-0,433595;25,779691;45,625089;19,845398;0,889803;;;;;;;;;;;;
;;23/11/2022 01:17:31;7;DCH;104:47:25;01:51:59;3;1;EQUALIZACAO_4X_C20;2,050273;-0,236524;0;0,441472;0,44148;-0,441472;25,76354;45,625089;19,861549;0,905953;;;;;;;;;;;;
;;23/11/2022 01:19:31;7;DCH;104:49:25;01:54:00;3;1;EQUALIZACAO_4X_C20;2,050162;-0,236524;0;0,449359;0,449367;-0,449359;25,74737;45,625089;19,877719;0,922124;;;;;;;;;;;;
;;23/11/2022 01:21:31;7;DCH;104:51:25;01:56:00;3;1;EQUALIZACAO_4X_C20;2,050051;-0,236524;0;0,45724;0,457248;-0,45724;25,731213;45,625089;19,893876;0,93828;;;;;;;;;;;;
;;23/11/2022 01:23:31;7;DCH;104:53:25;01:58:00;3;1;EQUALIZACAO_4X_C20;2,049828;-0,236479;0;0,465117;0,465126;-0,465117;25,715066;45,625089;19,910024;0,954428;;;;;;;;;;;;
;;23/11/2022 01:25:31;7;DCH;104:55:25;02:00:00;3;1;EQUALIZACAO_4X_C20;2,049717;-0,236479;0;0,473007;0,473016;-0,473007;25,698893;45,625089;19,926196;0,970601;;;;;;;;;;;;
;;23/11/2022 01:27:31;7;DCH;104:57:25;02:02:00;3;1;EQUALIZACAO_4X_C20;2,049495;-0,236524;0;0,480896;0,480905;-0,480896;25,682724;45,625089;19,942365;0,98677;;;;;;;;;;;;
;;23/11/2022 01:29:31;7;DCH;104:59:25;02:04:00;3;1;EQUALIZACAO_4X_C20;2,049384;-0,236479;0;0,488782;0,488791;-0,488782;25,666561;45,625089;19,958528;1,002932;;;;;;;;;;;;
;;23/11/2022 01:31:31;7;DCH;105:01:25;02:06:00;3;1;EQUALIZACAO_4X_C20;2,049161;-0,236479;0;0,496662;0,496671;-0,496662;25,650413;45,625089;19,974676;1,01908;;;;;;;;;;;;
;;23/11/2022 01:33:31;7;DCH;105:03:25;02:08:00;3;1;EQUALIZACAO_4X_C20;2,04905;-0,236479;0;0,504543;0,504552;-0,504543;25,634265;45,625089;19,990825;1,035229;;;;;;;;;;;;
