Measurement ID;7611;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;;;;x;;Peukert 1,75V;;;;;;
Battery Name;Prototipo_P;[dd/MM/yyyy HH:mm:ss];[];[];[hh:mm:ss];[hh:mm:ss];[];[];[];[V];[A];[AhCha];[AhDch];[AhStep];[Ah];[Wh];[WhCha];[WhDch];[WhStep];;;;x;;Duração;Corrente;;;;;
;;23/11/2022 01:35:31;7;DCH;105:05:25;02:10:00;3;1;EQUALIZACAO_4X_C20;2,048828;-0,236524;0;0,512416;0,512424;-0,512416;25,618134;45,625089;20,006955;1,05136;;;;;;;;;;;;
;;23/11/2022 01:37:31;7;DCH;105:07:25;02:12:00;3;1;EQUALIZACAO_4X_C20;2,048716;-0,236479;0;0,520315;0,520323;-0,520315;25,601951;45,625089;20,023138;1,067543;;;;;;;;;;;;
;;23/11/2022 01:39:31;7;DCH;105:09:25;02:14:00;3;1;EQUALIZACAO_4X_C20;2,048494;-0,236479;0;0,528182;0,528191;-0,528182;25,585833;45,625089;20,039256;1,08366;;;;;;;;;;;;
;;23/11/2022 01:41:31;7;DCH;105:11:25;02:16:00;3;1;EQUALIZACAO_4X_C20;2,048383;-0,236524;0;0,53607;0,536078;-0,53607;25,569675;45,625089;20,055414;1,099818;;;;;;;;;;;;
;;23/11/2022 01:43:31;7;DCH;105:13:25;02:18:00;3;1;EQUALIZACAO_4X_C20;2,04816;-0,236524;0;0,543958;0,543966;-0,543958;25,553519;45,625089;20,07157;1,115975;;;;;;;;;;;;
;;23/11/2022 01:45:31;7;DCH;105:15:25;02:20:00;3;1;EQUALIZACAO_4X_C20;2,048049;-0,236524;0;0,551846;0,551854;-0,551846;25,537364;45,625089;20,087725;1,13213;;;;;;;;;;;;
;;23/11/2022 01:47:31;7;DCH;105:17:25;02:22:00;3;1;EQUALIZACAO_4X_C20;2,047827;-0,236524;0;0,559726;0,559735;-0,559726;25,521225;45,625089;20,103864;1,148269;;;;;;;;;;;;
;;23/11/2022 01:49:31;7;DCH;105:19:25;02:24:00;3;1;EQUALIZACAO_4X_C20;2,047716;-0,236524;0;0,567602;0,56761;-0,567602;25,505098;45,625089;20,119991;1,164396;;;;;;;;;;;;
;;23/11/2022 01:51:31;7;DCH;105:21:25;02:26:00;3;1;EQUALIZACAO_4X_C20;2,047493;-0,236524;0;0,57549;0,575499;-0,57549;25,488946;45,625089;20,136143;1,180548;;;;;;;;;;;;
;;23/11/2022 01:53:31;7;DCH;105:23:25;02:28:00;3;1;EQUALIZACAO_4X_C20;2,047271;-0,236524;0;0,583367;0,583375;-0,583367;25,472819;45,625089;20,15227;1,196674;;;;;;;;;;;;
;;23/11/2022 01:55:31;7;DCH;105:25:25;02:30:00;3;1;EQUALIZACAO_4X_C20;2,04716;-0,236524;0;0,591256;0,591264;-0,591256;25,456669;45,625089;20,16842;1,212825;;;;;;;;;;;;
;;23/11/2022 01:57:31;7;DCH;105:27:25;02:32:00;3;1;EQUALIZACAO_4X_C20;2,047049;-0,236524;0;0,599149;0,599158;-0,599149;25,44051;45,625089;20,184579;1,228983;;;;;;;;;;;;
;;23/11/2022 01:59:31;7;DCH;105:29:25;02:34:00;3;1;EQUALIZACAO_4X_C20;2,046715;-0,236479;0;0,607031;0,607039;-0,607031;25,424377;45,625089;20,200712;1,245117;;;;;;;;;;;;
;;23/11/2022 02:01:31;7;DCH;105:31:25;02:36:00;3;1;EQUALIZACAO_4X_C20;2,046604;-0,236479;0;0,614905;0,614913;-0,614905;25,408261;45,625089;20,216828;1,261232;;;;;;;;;;;;
;;23/11/2022 02:03:31;7;DCH;105:33:25;02:37:59;3;1;EQUALIZACAO_4X_C20;2,046493;-0,236479;0;0,622792;0,622801;-0,622792;25,39212;45,625089;20,232969;1,277374;;;;;;;;;;;;
;;23/11/2022 02:05:31;7;DCH;105:35:25;02:40:00;3;1;EQUALIZACAO_4X_C20;2,04627;-0,236479;0;0,630672;0,63068;-0,630672;25,375996;45,625089;20,249093;1,293498;;;;;;;;;;;;
;;23/11/2022 02:07:31;7;DCH;105:37:25;02:42:00;3;1;EQUALIZACAO_4X_C20;2,046048;-0,236479;0;0,63855;0,638558;-0,63855;25,359876;45,625089;20,265213;1,309618;;;;;;;;;;;;
;;23/11/2022 02:09:31;7;DCH;105:39:25;02:44:00;3;1;EQUALIZACAO_4X_C20;2,045937;-0,236479;0;0,646437;0,646446;-0,646437;25,343739;45,625089;20,281351;1,325755;;;;;;;;;;;;
;;23/11/2022 02:11:31;7;DCH;105:41:25;02:46:00;3;1;EQUALIZACAO_4X_C20;2,045714;-0,236479;0;0,654321;0,654329;-0,654321;25,32761;45,625089;20,297479;1,341884;;;;;;;;;;;;
;;23/11/2022 02:13:31;7;DCH;105:43:25;02:48:00;3;1;EQUALIZACAO_4X_C20;2,045492;-0,236524;0;0,662213;0,662221;-0,662213;25,311466;45,625089;20,313623;1,358027;;;;;;;;;;;;
;;23/11/2022 02:15:31;7;DCH;105:45:25;02:49:59;3;1;EQUALIZACAO_4X_C20;2,045381;-0,236524;0;0,670085;0,670093;-0,670085;25,295365;45,625089;20,329724;1,374129;;;;;;;;;;;;
;;23/11/2022 02:17:31;7;DCH;105:47:25;02:51:59;3;1;EQUALIZACAO_4X_C20;2,045158;-0,236524;0;0,677969;0,677977;-0,677969;25,27924;45,625089;20,34585;1,390254;;;;;;;;;;;;
;;23/11/2022 02:19:31;7;DCH;105:49:25;02:53:59;3;1;EQUALIZACAO_4X_C20;2,045047;-0,236479;0;0,68586;0,685868;-0,68586;25,263101;45,625089;20,361988;1,406392;;;;;;;;;;;;
;;23/11/2022 02:21:31;7;DCH;105:51:25;02:56:00;3;1;EQUALIZACAO_4X_C20;2,044825;-0,236479;0;0,693746;0,693754;-0,693746;25,246975;45,625089;20,378114;1,422519;;;;;;;;;;;;
;;23/11/2022 02:23:31;7;DCH;105:53:25;02:58:00;3;1;EQUALIZACAO_4X_C20;2,044603;-0,236479;0;0,701629;0,701637;-0,701629;25,230857;45,625089;20,394233;1,438637;;;;;;;;;;;;
;;23/11/2022 02:25:31;7;DCH;105:55:25;03:00:00;3;1;EQUALIZACAO_4X_C20;2,044491;-0,236479;0;0,709509;0,709518;-0,709509;25,214745;45,625089;20,410344;1,454749;;;;;;;;;;;;
;;23/11/2022 02:27:31;7;DCH;105:57:25;03:02:00;3;1;EQUALIZACAO_4X_C20;2,044269;-0,236524;0;0,717399;0,717408;-0,717399;25,198615;45,625089;20,426474;1,470879;;;;;;;;;;;;
;;23/11/2022 02:29:31;7;DCH;105:59:25;03:04:00;3;1;EQUALIZACAO_4X_C20;2,044047;-0,236524;0;0,725272;0,72528;-0,725272;25,182522;45,625089;20,442567;1,486972;;;;;;;;;;;;
;;23/11/2022 02:31:31;7;DCH;106:01:25;03:06:00;3;1;EQUALIZACAO_4X_C20;2,043935;-0,236524;0;0,733153;0,733162;-0,733153;25,166412;45,625089;20,458677;1,503081;;;;;;;;;;;;
;;23/11/2022 02:33:31;7;DCH;106:03:25;03:08:00;3;1;EQUALIZACAO_4X_C20;2,043713;-0,236524;0;0,741047;0,741055;-0,741047;25,150279;45,625089;20,47481;1,519215;;;;;;;;;;;;
;;23/11/2022 02:35:31;7;DCH;106:05:25;03:10:00;3;1;EQUALIZACAO_4X_C20;2,043491;-0,236524;0;0,748918;0,748926;-0,748918;25,134194;45,625089;20,490896;1,5353;;;;;;;;;;;;
;;23/11/2022 02:37:31;7;DCH;106:07:25;03:12:00;3;1;EQUALIZACAO_4X_C20;2,043379;-0,236524;0;0,756818;0,756826;-0,756818;25,118051;45,625089;20,507039;1,551443;;;;;;;;;;;;
;;23/11/2022 02:39:31;7;DCH;106:09:25;03:14:00;3;1;EQUALIZACAO_4X_C20;2,043157;-0,236524;0;0,764687;0,764695;-0,764687;25,101973;45,625089;20,523116;1,567521;;;;;;;;;;;;
;;23/11/2022 02:41:31;7;DCH;106:11:25;03:16:00;3;1;EQUALIZACAO_4X_C20;2,043046;-0,236479;0;0,772584;0,772593;-0,772584;25,085837;45,625089;20,539252;1,583656;;;;;;;;;;;;
;;23/11/2022 02:43:31;7;DCH;106:13:25;03:18:00;3;1;EQUALIZACAO_4X_C20;2,042824;-0,236479;0;0,780468;0,780476;-0,780468;25,069732;45,625089;20,555357;1,599761;;;;;;;;;;;;
;;23/11/2022 02:45:31;7;DCH;106:15:25;03:20:00;3;1;EQUALIZACAO_4X_C20;2,042601;-0,236524;0;0,788347;0,788355;-0,788347;25,053638;45,625089;20,571451;1,615856;;;;;;;;;;;;
;;23/11/2022 02:47:31;7;DCH;106:17:25;03:22:00;3;1;EQUALIZACAO_4X_C20;2,04249;-0,236479;0;0,79623;0,796238;-0,79623;25,037538;45,625089;20,587552;1,631956;;;;;;;;;;;;
;;23/11/2022 02:49:31;7;DCH;106:19:25;03:24:00;3;1;EQUALIZACAO_4X_C20;2,042268;-0,236479;0;0,804116;0,804125;-0,804116;25,02143;45,625089;20,603659;1,648064;;;;;;;;;;;;
;;23/11/2022 02:51:31;7;DCH;106:21:25;03:26:00;3;1;EQUALIZACAO_4X_C20;2,042156;-0,236479;0;0,812001;0,812009;-0,812001;25,005329;45,625089;20,61976;1,664165;;;;;;;;;;;;
;;23/11/2022 02:53:31;7;DCH;106:23:25;03:28:00;3;1;EQUALIZACAO_4X_C20;2,041823;-0,236524;0;0,819883;0,819891;-0,819883;24,989235;45,625089;20,635854;1,680259;;;;;;;;;;;;
;;23/11/2022 02:55:31;7;DCH;106:25:25;03:30:00;3;1;EQUALIZACAO_4X_C20;2,0416;-0,236524;0;0,827757;0,827765;-0,827757;24,973158;45,625089;20,651932;1,696336;;;;;;;;;;;;
;;23/11/2022 02:57:31;7;DCH;106:27:25;03:32:00;3;1;EQUALIZACAO_4X_C20;2,0416;-0,236479;0;0,835652;0,83566;-0,835652;24,957039;45,625089;20,66805;1,712455;;;;;;;;;;;;
;;23/11/2022 02:59:31;7;DCH;106:29:25;03:34:00;3;1;EQUALIZACAO_4X_C20;2,041267;-0,236524;0;0,84352;0,843529;-0,84352;24,940976;45,625089;20,684113;1,728517;;;;;;;;;;;;
;;23/11/2022 03:01:31;7;DCH;106:31:25;03:35:59;3;1;EQUALIZACAO_4X_C20;2,041156;-0,236524;0;0,85141;0,851418;-0,85141;24,924872;45,625089;20,700217;1,744622;;;;;;;;;;;;
;;23/11/2022 03:03:31;7;DCH;106:33:25;03:38:00;3;1;EQUALIZACAO_4X_C20;2,040933;-0,236479;0;0,859289;0,859297;-0,859289;24,908791;45,625089;20,716298;1,760703;;;;;;;;;;;;
;;23/11/2022 03:05:31;7;DCH;106:35:25;03:39:59;3;1;EQUALIZACAO_4X_C20;2,040711;-0,236479;0;0,867169;0,867177;-0,867169;24,89271;45,625089;20,732379;1,776784;;;;;;;;;;;;
;;23/11/2022 03:07:31;7;DCH;106:37:25;03:42:00;3;1;EQUALIZACAO_4X_C20;2,040489;-0,236479;0;0,875063;0,875071;-0,875063;24,8766;45,625089;20,748489;1,792893;;;;;;;;;;;;
;;23/11/2022 03:09:31;7;DCH;106:39:25;03:44:00;3;1;EQUALIZACAO_4X_C20;2,040377;-0,236479;0;0,882947;0,882955;-0,882947;24,860515;45,625089;20,764574;1,808979;;;;;;;;;;;;
;;23/11/2022 03:11:31;7;DCH;106:41:25;03:46:00;3;1;EQUALIZACAO_4X_C20;2,040155;-0,236479;0;0,890824;0,890832;-0,890824;24,844443;45,625089;20,780646;1,825051;;;;;;;;;;;;
;;23/11/2022 03:13:31;7;DCH;106:43:25;03:47:59;3;1;EQUALIZACAO_4X_C20;2,039933;-0,236479;0;0,898701;0,89871;-0,898701;24,828372;45,625089;20,796717;1,841122;;;;;;;;;;;;
;;23/11/2022 03:15:31;7;DCH;106:45:25;03:49:59;3;1;EQUALIZACAO_4X_C20;2,039821;-0,236524;0;0,906593;0,906601;-0,906593;24,812274;45,625089;20,812815;1,857219;;;;;;;;;;;;
;;23/11/2022 03:17:31;7;DCH;106:47:25;03:51:59;3;1;EQUALIZACAO_4X_C20;2,039599;-0,236524;0;0,914478;0,914486;-0,914478;24,796192;45,625089;20,828897;1,873302;;;;;;;;;;;;
;;23/11/2022 03:19:31;7;DCH;106:49:25;03:54:00;3;1;EQUALIZACAO_4X_C20;2,039377;-0,236479;0;0,922365;0,922373;-0,922365;24,780106;45,625089;20,844983;1,889388;;;;;;;;;;;;
;;23/11/2022 03:21:31;7;DCH;106:51:25;03:56:00;3;1;EQUALIZACAO_4X_C20;2,039154;-0,236524;0;0,930241;0,930249;-0,930241;24,764046;45,625089;20,861044;1,905448;;;;;;;;;;;;
;;23/11/2022 03:23:31;7;DCH;106:53:25;03:57:59;3;1;EQUALIZACAO_4X_C20;2,038932;-0,236524;0;0,938122;0,93813;-0,938122;24,747975;45,625089;20,877114;1,921519;;;;;;;;;;;;
;;23/11/2022 03:25:31;7;DCH;106:55:25;04:00:00;3;1;EQUALIZACAO_4X_C20;2,038821;-0,236479;0;0,946006;0,946014;-0,946006;24,7319;45,625089;20,893189;1,937594;;;;;;;;;;;;
;;23/11/2022 03:27:31;7;DCH;106:57:25;04:02:00;3;1;EQUALIZACAO_4X_C20;2,038598;-0,236524;0;0,953892;0,9539;-0,953892;24,715823;45,625089;20,909266;1,953671;;;;;;;;;;;;
;;23/11/2022 03:29:31;7;DCH;106:59:25;04:04:00;3;1;EQUALIZACAO_4X_C20;2,038487;-0,236524;0;0,961776;0,961784;-0,961776;24,699751;45,625089;20,925338;1,969742;;;;;;;;;;;;
;;23/11/2022 03:31:31;7;DCH;107:01:25;04:06:00;3;1;EQUALIZACAO_4X_C20;2,038265;-0,236479;0;0,969665;0,969673;-0,969665;24,683671;45,625089;20,941418;1,985823;;;;;;;;;;;;
;;23/11/2022 03:33:31;7;DCH;107:03:25;04:08:00;3;1;EQUALIZACAO_4X_C20;2,038043;-0,236524;0;0,97754;0,977549;-0,97754;24,667619;45,625089;20,95747;2,001875;;;;;;;;;;;;
;;23/11/2022 03:35:31;7;DCH;107:05:25;04:09:59;3;1;EQUALIZACAO_4X_C20;2,03782;-0,236524;0;0,985431;0,985439;-0,985431;24,651539;45,625089;20,97355;2,017955;;;;;;;;;;;;
;;23/11/2022 03:37:31;7;DCH;107:07:25;04:12:00;3;1;EQUALIZACAO_4X_C20;2,037709;-0,236524;0;0,993306;0,993314;-0,993306;24,635492;45,625089;20,989597;2,034002;;;;;;;;;;;;
;;23/11/2022 03:39:31;7;DCH;107:09:25;04:13:59;3;1;EQUALIZACAO_4X_C20;2,037487;-0,236479;0;1,001195;1,001203;-1,001195;24,619417;45,625089;21,005672;2,050077;;;;;;;;;;;;
;;23/11/2022 03:41:31;7;DCH;107:11:25;04:15:59;3;1;EQUALIZACAO_4X_C20;2,037375;-0,236524;0;1,009078;1,009086;-1,009078;24,603356;45,625089;21,021733;2,066137;;;;;;;;;;;;
;;23/11/2022 03:43:31;7;DCH;107:13:25;04:18:00;3;1;EQUALIZACAO_4X_C20;2,037042;-0,236479;0;1,016965;1,016974;-1,016965;24,587289;45,625089;21,037801;2,082205;;;;;;;;;;;;
;;23/11/2022 03:45:31;7;DCH;107:15:25;04:20:00;3;1;EQUALIZACAO_4X_C20;2,036931;-0,236479;0;1,024843;1,024851;-1,024843;24,571242;45,625089;21,053847;2,098252;;;;;;;;;;;;
;;23/11/2022 03:47:31;7;DCH;107:17:25;04:22:00;3;1;EQUALIZACAO_4X_C20;2,036708;-0,236524;0;1,032732;1,03274;-1,032732;24,555173;45,625089;21,069916;2,11432;;;;;;;;;;;;
;;23/11/2022 03:49:31;7;DCH;107:19:25;04:24:00;3;1;EQUALIZACAO_4X_C20;2,036486;-0,236524;0;1,040605;1,040613;-1,040605;24,53914;45,625089;21,085949;2,130354;;;;;;;;;;;;
;;23/11/2022 03:51:31;7;DCH;107:21:25;04:26:00;3;1;EQUALIZACAO_4X_C20;2,036264;-0,236524;0;1,048503;1,048512;-1,048503;24,523055;45,625089;21,102034;2,146439;;;;;;;;;;;;
;;23/11/2022 03:53:31;7;DCH;107:23:25;04:28:00;3;1;EQUALIZACAO_4X_C20;2,036152;-0,236524;0;1,056384;1,056393;-1,056384;24,507008;45,625089;21,118082;2,162486;;;;;;;;;;;;
;;23/11/2022 03:55:31;7;DCH;107:25:25;04:30:00;3;1;EQUALIZACAO_4X_C20;2,036041;-0,236479;0;1,064258;1,064266;-1,064258;24,490977;45,625089;21,134112;2,178517;;;;;;;;;;;;
;;23/11/2022 03:57:31;7;DCH;107:27:25;04:32:00;3;1;EQUALIZACAO_4X_C20;2,035708;-0,236479;0;1,072142;1,07215;-1,072142;24,474927;45,625089;21,150163;2,194567;;;;;;;;;;;;
;;23/11/2022 03:59:31;7;DCH;107:29:25;04:33:59;3;1;EQUALIZACAO_4X_C20;2,035596;-0,236479;0;1,080028;1,080036;-1,080028;24,458874;45,625089;21,166215;2,21062;;;;;;;;;;;;
;;23/11/2022 04:01:31;7;DCH;107:31:25;04:36:00;3;1;EQUALIZACAO_4X_C20;2,035374;-0,236479;0;1,087907;1,087916;-1,087907;24,442835;45,625089;21,182254;2,226659;;;;;;;;;;;;
;;23/11/2022 04:03:31;7;DCH;107:33:25;04:37:59;3;1;EQUALIZACAO_4X_C20;2,035152;-0,236524;0;1,095788;1,095797;-1,095788;24,426795;45,625089;21,198294;2,242698;;;;;;;;;;;;
;;23/11/2022 04:05:31;7;DCH;107:35:25;04:40:00;3;1;EQUALIZACAO_4X_C20;2,03504;-0,236524;0;1,103687;1,103695;-1,103687;24,410721;45,625089;21,214368;2,258773;;;;;;;;;;;;
;;23/11/2022 04:07:31;7;DCH;107:37:25;04:42:00;3;1;EQUALIZACAO_4X_C20;2,034818;-0,236524;0;1,111571;1,111579;-1,111571;24,394678;45,625089;21,230412;2,274816;;;;;;;;;;;;
;;23/11/2022 04:09:31;7;DCH;107:39:25;04:44:00;3;1;EQUALIZACAO_4X_C20;2,034596;-0,236524;0;1,11945;1,119459;-1,11945;24,378646;45,625089;21,246443;2,290848;;;;;;;;;;;;
;;23/11/2022 04:11:31;7;DCH;107:41:25;04:46:00;3;1;EQUALIZACAO_4X_C20;2,034485;-0,236524;0;1,127326;1,127334;-1,127326;24,362624;45,625089;21,262466;2,30687;;;;;;;;;;;;
;;23/11/2022 04:13:31;7;DCH;107:43:25;04:48:00;3;1;EQUALIZACAO_4X_C20;2,034151;-0,236524;0;1,135217;1,135226;-1,135217;24,34657;45,625089;21,278519;2,322924;;;;;;;;;;;;
;;23/11/2022 04:15:31;7;DCH;107:45:25;04:50:00;3;1;EQUALIZACAO_4X_C20;2,033929;-0,236524;0;1,143099;1,143108;-1,143099;24,330537;45,625089;21,294552;2,338956;;;;;;;;;;;;
;;23/11/2022 04:17:31;7;DCH;107:47:25;04:52:00;3;1;EQUALIZACAO_4X_C20;2,033817;-0,236479;0;1,150973;1,150981;-1,150973;24,314524;45,625089;21,310565;2,35497;;;;;;;;;;;;
;;23/11/2022 04:19:31;7;DCH;107:49:25;04:54:00;3;1;EQUALIZACAO_4X_C20;2,033595;-0,236479;0;1,158872;1,15888;-1,158872;24,298459;45,625089;21,32663;2,371035;;;;;;;;;;;;
;;23/11/2022 04:21:31;7;DCH;107:51:25;04:55:59;3;1;EQUALIZACAO_4X_C20;2,033484;-0,236524;0;1,166737;1,166746;-1,166737;24,282465;45,625089;21,342624;2,387029;;;;;;;;;;;;
;;23/11/2022 04:23:31;7;DCH;107:53:25;04:58:00;3;1;EQUALIZACAO_4X_C20;2,033262;-0,236524;0;1,174621;1,174629;-1,174621;24,266434;45,625089;21,358655;2,403059;;;;;;;;;;;;
;;23/11/2022 04:25:31;7;DCH;107:55:25;05:00:00;3;1;EQUALIZACAO_4X_C20;2,033039;-0,236524;0;1,182512;1,18252;-1,182512;24,250391;45,625089;21,374698;2,419103;;;;;;;;;;;;
;;23/11/2022 04:27:31;7;DCH;107:57:25;05:02:00;3;1;EQUALIZACAO_4X_C20;2,032817;-0,236479;0;1,190392;1,1904;-1,190392;24,234372;45,625089;21,390717;2,435121;;;;;;;;;;;;
;;23/11/2022 04:29:31;7;DCH;107:59:25;05:04:00;3;1;EQUALIZACAO_4X_C20;2,032706;-0,236524;0;1,198282;1,19829;-1,198282;24,218334;45,625089;21,406755;2,45116;;;;;;;;;;;;
;;23/11/2022 04:31:31;7;DCH;108:01:25;05:06:00;3;1;EQUALIZACAO_4X_C20;2,032372;-0,236479;0;1,206165;1,206173;-1,206165;24,202311;45,625089;21,422778;2,467182;;;;;;;;;;;;
;;23/11/2022 04:33:31;7;DCH;108:03:25;05:08:00;3;1;EQUALIZACAO_4X_C20;2,032261;-0,236524;0;1,214049;1,214057;-1,214049;24,186289;45,625089;21,4388;2,483205;;;;;;;;;;;;
;;23/11/2022 04:35:31;7;DCH;108:05:25;05:10:00;3;1;EQUALIZACAO_4X_C20;2,032038;-0,236479;0;1,221935;1,221943;-1,221935;24,170263;45,625089;21,454826;2,49923;;;;;;;;;;;;
;;23/11/2022 04:37:31;7;DCH;108:07:25;05:11:59;3;1;EQUALIZACAO_4X_C20;2,031816;-0,236524;0;1,229812;1,22982;-1,229812;24,154257;45,625089;21,470833;2,515237;;;;;;;;;;;;
;;23/11/2022 04:39:31;7;DCH;108:09:25;05:13:59;3;1;EQUALIZACAO_4X_C20;2,031705;-0,236524;0;1,237691;1,237699;-1,237691;24,138249;45,625089;21,48684;2,531245;;;;;;;;;;;;
;;23/11/2022 04:41:31;7;DCH;108:11:25;05:16:00;3;1;EQUALIZACAO_4X_C20;2,031483;-0,236479;0;1,245582;1,245591;-1,245582;24,122216;45,625089;21,502873;2,547277;;;;;;;;;;;;
;;23/11/2022 04:43:31;7;DCH;108:13:25;05:18:00;3;1;EQUALIZACAO_4X_C20;2,03126;-0,236524;0;1,253457;1,253465;-1,253457;24,106221;45,625089;21,518868;2,563272;;;;;;;;;;;;
;;23/11/2022 04:45:31;7;DCH;108:15:25;05:20:00;3;1;EQUALIZACAO_4X_C20;2,031038;-0,236524;0;1,261339;1,261347;-1,261339;24,090211;45,625089;21,534878;2,579283;;;;;;;;;;;;
;;23/11/2022 04:47:31;7;DCH;108:17:25;05:22:00;3;1;EQUALIZACAO_4X_C20;2,030927;-0,236524;0;1,269236;1,269245;-1,269236;24,074171;45,625089;21,550918;2,595322;;;;;;;;;;;;
;;23/11/2022 04:49:31;7;DCH;108:19:25;05:24:00;3;1;EQUALIZACAO_4X_C20;2,030704;-0,236479;0;1,27711;1,277119;-1,27711;24,058181;45,625089;21,566908;2,611313;;;;;;;;;;;;
;;23/11/2022 04:51:31;7;DCH;108:21:25;05:26:00;3;1;EQUALIZACAO_4X_C20;2,030482;-0,236479;0;1,284988;1,284996;-1,284988;24,042185;45,625089;21,582905;2,627309;;;;;;;;;;;;
;;23/11/2022 04:53:31;7;DCH;108:23:25;05:28:00;3;1;EQUALIZACAO_4X_C20;2,030259;-0,236479;0;1,292885;1,292893;-1,292885;24,026151;45,625089;21,598938;2,643343;;;;;;;;;;;;
;;23/11/2022 04:55:31;7;DCH;108:25:25;05:30:00;3;1;EQUALIZACAO_4X_C20;2,030148;-0,236524;0;1,300772;1,30078;-1,300772;24,010139;45,625089;21,61495;2,659355;;;;;;;;;;;;
;;23/11/2022 04:57:31;7;DCH;108:27:25;05:31:59;3;1;EQUALIZACAO_4X_C20;2,029815;-0,236524;0;1,308649;1,308657;-1,308649;23,994149;45,625089;21,63094;2,675345;;;;;;;;;;;;
;;23/11/2022 04:59:31;7;DCH;108:29:25;05:34:00;3;1;EQUALIZACAO_4X_C20;2,029704;-0,236524;0;1,316531;1,316539;-1,316531;23,978149;45,625089;21,64694;2,691345;;;;;;;;;;;;
;;23/11/2022 05:01:31;7;DCH;108:31:25;05:36:00;3;1;EQUALIZACAO_4X_C20;2,029481;-0,236479;0;1,324407;1,324415;-1,324407;23,962164;45,625089;21,662925;2,70733;;;;;;;;;;;;
;;23/11/2022 05:03:31;7;DCH;108:33:25;05:38:00;3;1;EQUALIZACAO_4X_C20;2,02937;-0,236479;0;1,332295;1,332304;-1,332295;23,946156;45,625089;21,678933;2,723338;;;;;;;;;;;;
;;23/11/2022 05:05:31;7;DCH;108:35:25;05:40:00;3;1;EQUALIZACAO_4X_C20;2,029036;-0,236479;0;1,340179;1,340187;-1,340179;23,930159;45,625089;21,694931;2,739335;;;;;;;;;;;;
;;23/11/2022 05:07:31;7;DCH;108:37:25;05:42:00;3;1;EQUALIZACAO_4X_C20;2,028925;-0,236524;0;1,348072;1,348081;-1,348072;23,914142;45,625089;21,710947;2,755351;;;;;;;;;;;;
;;23/11/2022 05:09:31;7;DCH;108:39:25;05:44:00;3;1;EQUALIZACAO_4X_C20;2,028703;-0,236524;0;1,355957;1,355965;-1,355957;23,898146;45,625089;21,726943;2,771348;;;;;;;;;;;;
;;23/11/2022 05:11:31;7;DCH;108:41:25;05:45:59;3;1;EQUALIZACAO_4X_C20;2,028481;-0,236479;0;1,363819;1,363827;-1,363819;23,882197;45,625089;21,742892;2,787297;;;;;;;;;;;;
;;23/11/2022 05:13:31;7;DCH;108:43:25;05:48:00;3;1;EQUALIZACAO_4X_C20;2,028258;-0,236479;0;1,371705;1,371714;-1,371705;23,866201;45,625089;21,758889;2,803293;;;;;;;;;;;;
;;23/11/2022 05:15:31;7;DCH;108:45:25;05:50:00;3;1;EQUALIZACAO_4X_C20;2,028147;-0,236524;0;1,379593;1,379601;-1,379593;23,850203;45,625089;21,774886;2,819291;;;;;;;;;;;;
;;23/11/2022 05:17:31;7;DCH;108:47:25;05:52:00;3;1;EQUALIZACAO_4X_C20;2,028036;-0,236524;0;1,387487;1,387496;-1,387487;23,834192;45,625089;21,790897;2,835301;;;;;;;;;;;;
;;23/11/2022 05:19:31;7;DCH;108:49:25;05:54:00;3;1;EQUALIZACAO_4X_C20;2,027702;-0,236479;0;1,395356;1,395364;-1,395356;23,818237;45,625089;21,806852;2,851256;;;;;;;;;;;;
;;23/11/2022 05:21:31;7;DCH;108:51:25;05:56:00;3;1;EQUALIZACAO_4X_C20;2,02748;-0,236479;0;1,403255;1,403263;-1,403255;23,80222;45,625089;21,822869;2,867273;;;;;;;;;;;;
;;23/11/2022 05:23:31;7;DCH;108:53:25;05:58:00;3;1;EQUALIZACAO_4X_C20;2,027257;-0,236479;0;1,411122;1,411131;-1,411122;23,78627;45,625089;21,838819;2,883224;;;;;;;;;;;;
;;23/11/2022 05:25:31;7;DCH;108:55:25;06:00:00;3;1;EQUALIZACAO_4X_C20;2,027146;-0,236524;0;1,419008;1,419017;-1,419008;23,770284;45,625089;21,854805;2,89921;;;;;;;;;;;;
;;23/11/2022 05:27:31;7;DCH;108:57:25;06:02:00;3;1;EQUALIZACAO_4X_C20;2,026924;-0,236524;0;1,426907;1,426915;-1,426907;23,754273;45,625089;21,870816;2,915221;;;;;;;;;;;;
;;23/11/2022 05:29:31;7;DCH;108:59:25;06:04:00;3;1;EQUALIZACAO_4X_C20;2,026702;-0,236479;0;1,434783;1,434792;-1,434783;23,738309;45,625089;21,88678;2,931184;;;;;;;;;;;;
;;23/11/2022 05:31:31;7;DCH;109:01:25;06:06:00;3;1;EQUALIZACAO_4X_C20;2,026479;-0,236524;0;1,442673;1,442681;-1,442673;23,72232;45,625089;21,90277;2,947174;;;;;;;;;;;;
;;23/11/2022 05:33:31;7;DCH;109:03:25;06:08:00;3;1;EQUALIZACAO_4X_C20;2,026257;-0,236524;0;1,450557;1,450565;-1,450557;23,706344;45,625089;21,918745;2,96315;;;;;;;;;;;;
